,Text,Annotator_0,Annotator_11
831,The only thing I find really funny about liberals and QAnon believers is that they both believ in things that just aren’t true...,1,0
832,who cares? as an irish immigrant a couple of generations back i kinda like seeing england eat a little shit.,1,0
833,"Ha! My wife got a rosemary bush and decorated because I said no tree. Im anti every holiday, because they were all originally pagan holidays snuck into the catholic church disguised to be Christian.",1,0
834,"""If Hitler's doctor had a Brooklyn accent""... http://www.infowars.com/video-msnbc-host-scarborough-says-white-house-physician-is-like-hitlers-doctor/",1,0
835,"Our elite, current president excepted, don't even wish to rule over us.  They want instead, to exploit us until their are no more resources left to extract from us, then they will throw us away like so much trash.",1,0
836,"And exactly what makes the NF an internet forum in this situation?  If that were the case, Harold would have had no community around him to take care of his death and the fallout therefrom.  I would have no help whatsoever and would have already collapsed.  What about any of this suggests that we're all net?",1,0
837,"If you want to see some truly intense mental diarrhea, take a look at the articles on Psychology Today.  40 years ago, the focus was on self-improvement and acceptance; today the majority of the articles have one basic premise : Blame Others.",1,0
838,Can we address the cults too?  ,1,0
839,This young lady may be the real deal. I hope so. Danica was a joke(and a total bitch). ,1,0
840,But you're the one who came around smelling the place up. ,1,0
841,Naw this was photoshopped?  LOL. There are pussy creatures in the picture. ,1,0
842,"The political elites control the world, but I’m just pointing out just how stupid the statement  ",1,0
843,"What's with this sect & jheri curls to copy poodles doo.   Last time she did this Bs, its like sleeping next to pile of attic insulation. ",1,0
844,Swamp Drained: Obama's ICE Chief Counsel Sentenced to Prison for Identity Theft https://thegoldwater.com/news/30338-Swamp-Drained-Obama-s-ICE-Chief-Counsel-Sentenced-to-Prison-for-Identity-Theft ,1,0
845,"“These new emails show anti-Trump FBI official Peter Strzok’s ‘assignment’ gave the Mueller Special Counsel operation special authorities to target President Trump..."" ",1,0
846,"Yep I sure did, why they give the little bitch so much airtime beats me. ",1,0
847,"Can't get any more obvious about their agenda with that picture. They made sure to find one where is gesticulating and in mid sentence so the reader will assume he is some crazy Hitler-esque speaker. And of course they made sure they used the one with ""Russian"" in the background.",1,0
848,"WTF does the former head of the CIA know about politics, leadership, or the military?  Go back to what you're good at, fomenting wars, you globalist scumbag.",1,0
849,Four Women Accuse New York Attorney General Schneiderman of Physical Abuse; Alleged Champion of Women’s Rights  https://truepundit.com/four-women-accuse-new-yorks-attorney-general-schneiderman-of-physical-abuse-alleged-champion-of-womens-rights/,1,0
850,Doesn't even make sense within the milieu of the alt-right. In what scenario does an ethnostate form without killing millions of Whites who oppose the formation of an ethnostate? ,1,0
851,No kidding! Remember how that atrocious hag would change her accent to fit whichever small crowd she was screeching at? LOL. Good Lawd she's a train wreck!,1,0
852,"Erica Garner rep requests onlу #black reporters contact familу  ""black""?  What about #quadroons, #octoroons?  #Tamilians?   #harambe was not available to comment",1,0
853,ICYMI ,1,0
854,HAHAHAHAHA! ,1,0
855,US Ambassador to Israel David Friedman: Liberal media sides with Hamas over Trump  http://www.foxnews.com/opinion/2018/05/20/us-ambassador-to-israel-david-friedman-liberal-media-sides-with-hamas-over-trump.html ,1,0
856,"From a land that use to proudly sing the Hymn Jerusalem to Lucifer's open destruction.  What a mess England has become.  (The Light wins in the end, though) https://www.youtube.com/watch?v=MKRHWT6xdEU",1,0
857,"I think so, bc she is like a sidewinder.    I will never forget - how she was chosen to give the Republican response to Obama's SOTU address, and she ""agreed"" to make it to be the most VICIOUS anti-Trump political pitch - that it took my breath away = SHOCKING!!!",1,0
858,"https://youtu.be/GDkNj3UDARQ   #PART 2   #MAGA  #LOCKUP ALL #TRAITORS TO THE NATION ! CAN I GET A #WITNESS #HALLELUJAH !!!  THIS IS A VERBAL LIST OF THE TRUE #TRAITORS TO THE NATION CONFIRM THREW YOUR OWN RESEARCH FOR YOURSELF #AMERICA ? #ARREST THEM #ALL ,PRESIDENT TRUMP IF YOU #TRULY WANT TO #MAGA IN #JESUS NAME I COMMAND & PRAY #AMEN !",1,0
859,"If you are stupid enough to follow trump-you might be a full on RETARD. trump is a born rich eletist who inherited his wealth,went to Ivy League college on daddy’s dime,dodged the draft 5x,made his money hiring illegal immigrant construction workers and shafting blue collar workers, & went bankruptcy 5x (a form of WELFARE).",1,0
860,"NEARLY HALF OF FRENCH AND GERMANS BELIEVE MEDIA BIASED IN COVERING RUSSIA - POLL  MOSCOW (Sputnik) - Fifty-three percent of the French and 50 percent of the Germans believe that the media in their respective countries are not objective in their coverage of Russia, an IFOP poll for Sputnik showed Tuesday.  https://sputniknews.com/world/201810231069127695-local-media-biased/ via @gabnewstoday",1,0
861,A chilling glimpse into the mind of a hard-hearted doctor who kills the unborn. #Abortion ,1,0
862,It's always majority rules until the majority doesn't rule the way the left wants them to.,1,0
863,Any moron can defeat a 29 dollar door. This vid is pretty gay...,1,0
864,"That's beside the point, I was wrong, ur a bureau crat I didn't scroll down. Have I seen u on his threads? Man I get it. I'm an ethnic hillbilly from ohio, I grad college w ba @18 and I drive nails for a living.  U know of Batman right?",1,0
865,Please share... ,1,0
866,metapedia org got Jewed. Can someone help with an searchable archive?,1,0
867,I mean what i get is one big abilty of #Adapt #Change for the real Movemnt  you know people going to read this and know how much a frude the #NSM88 #NaziAmerican #KKK are about what they believe in just sucking communist shit up and doing nothing about the real #Adapt #Change movement that before you all just full of shit arnt you #Jeff,1,0
868,They (FBI & DOJ) also want ALL NAMES REDACTED. ,1,0
869,I'm not saying we let people who punch their stepdad stay in the movement. ,1,0
870,BREAKING: The New York Times Wins First Annual Fake News Awards ,1,0
871,"The heart pumps blood, you're just reflecting the scientific illiteracy of the ancient Hebrews.  They had no idea what they were talking about and you're taking them seriously.  Having a hunch that unicorns exist doesn't prove that unicorns exist, nor that believing in unicorns is a worthwhile thing to do.",1,0
872,Good luck Farage Cluckerberg will just LIE to your face!! Jump on board a lawsuit & shut this devil worshipper down!,1,0
873,YEP that is right it makes YOU A FUCKIN PEDO> you can't even say where or when you got it... anyone who reads your shitty insane posts will pick that up in no time or they can visit my facistbook :D all your public fuckups are there,1,0
874,"Via Paul Weston: ""Hungarian politician shocked at immigrant takeover of Vienna neighbourhood. Vows not to let it happen in Hungary. (Video with English subtitles.)""",1,0
875,AND ,1,0
876,By talking German the white Americans can better communicate with their white ethnic German cousins in Germany and bridge the gap. Even communication between English people and Germans may be improved - share political ideas in German.,0,1
877,so  the horrible redneck racism  woman hating   party   ,1,0
878,"I'm not insulting Creationism, I'm showing how it's a bad theory that doesn't explain the Nerve to Nowhere, or the whale foot-bones that aren't connected to anything, or the flaws in animal and plant biochemistry.  The Universe screams out that it wasn't created...We can bury you in evidence, but you'll just ask for a snorkel and go on with nonsense...",1,0
879,"Remember: Lisa Bloom was caught offering women up to $750,000 to accuse Trump of sexual assault leading up to the election. Where was the media outrage over that? ",1,0
880,Makes sense. That channel has never been sorry about their propaganda masquerading as sub-par entertainment... ,1,0
881,Yes!  Isn't interesting how the wives never take on the husband's surname?  They hide the connection that way,1,0
882,"Pakistani pedo in UK turns up to meet what he thinks is a 12 year old girl for sex, carrying a condom and a burger but he gets snared by pedo hunters.  http://www.breitbart.com/london/2018/01/31/illegal-immigrant-snared-paedo-hunter-sting-deportation/",1,0
883,"Mark Zuckerberg is Chelsea Clinton's brother? OMGosh, it's a whole clan of Howdy Doodies! Ewwwww! ",1,0
884,"Use the wrong pronoun and they'll call HR, bigot.",1,0
885,It's real. Once the indictments are activated. The NWO and their totalitarian swords will most likely kill trump in order to take back control. Patriots will reply and so it starts. ,1,0
886,"good dig! also, there is/was a network of tunnels under lawrence, did the feds blow them up to end all trafficking through them? ",1,0
887,Ukrainian Lenin Statue Turned Into Darth Vader. The statue is also now a wi-fi hotspot. http://time.com/4086228/ukraine-lenin-darth-vader/,1,0
888,More non-arguments? Fascinating. Do you have a meme in your arsenal that actually makes an argument? Or is it all just worthless non-points to make you feel good about yourself?,1,0
889,He's to much a coward,1,0
890,"We have anti-trust laws on the books for this very reason. Unfortunately, the major offenders are able to buy Senators and escape prosecution.  DC must be wiped off the map.",1,0
891,"Dude I'm a huge Stormer fan but please stop this dumb infighting. These last few weeks have been awful, both sides are putting all the wrong kinds of negative energy into this thing. Diversity of tactics is a good thing. We need to focus on our real enemies.",1,0
892,"im trying to get gab to send my password reset.I need my password so that i can terminate my account but so far they are refusing to send it. Are we hostages here?""....im hearing GAB isnt safe with credit card info...i dont want to be here",1,0
893,NO WOMAN has EVER admitted to having sex with Barrack Hussein Obama. ,1,0
894,https://youtu.be/UoE73WNoCXo  ,1,0
895,"Now to the name calling. As to implying that Reformed types are not Christians, I did not come to your profile to say that you were not part of the elect (though your nasty attitude toward Reformed thought and your Judeophilia would make me question whether you are). Regardless of your standing with Christ, perhaps you should at least learn some manners.",1,0
896,LMFAO I can't wait till it flops ,1,0
897,this #Generational #Cult Posing as a 'Church' is gaining the respect of the fucking world! HELLOOOO.. ,1,0
898,"And I have taught my children and grand children to not believe what they read on the internet, or even what their ""teachers"" tell them. Its all brainwashing. Soviets called it Young Pioneer camp, we call it education.",1,0
899,Glad you Posted that ,1,0
900,If i could kill you legally i would. Even if you could do the same to me,1,0
901,It's about TIME! NEW FBI INVESTIGATION INTO #CLINTONCASH FOUNDATION!,1,0
902,Poland should stop denying that they planned the #Holocaust along with Germany. ,1,0
903,Free speech = hate speech ,1,0
904,"Good piece, but I have to point some things out. Voting in Brazil is mandatory, so It's not about electing the best candidate but the least bad. And Bolsonaro is by far the least bad. He is the only rightwinger. And Brazil does not have an ethno-cultural unity like in the old world.",1,0
905,"This man is most likely a Jesuit.  The Jesuits are the ARMY of the pagan Babylonian Catholic church - they have a General, known as the 'Black Pope', who holds the real power in the Roman Catholic organisation.  The Jesuit Oath was listed in the Library of Congress, Washington D.C., Library of Congress Catalog Card #66-43354 and was first made public in 1883.  The book containing the oath was vandalised, the page was torn out.  http://www.thenazareneway.com/society_of_jesus_jesuits.htm ",1,0
906,Twice in 1529 and 1683 the Turks attacked Vienna with weapons and were repulsed.,1,0
907,"Insane . Must live in NYC,Cali, NJ or other state claiming infinite genders? Now X is a gender =Non binary .Flakes & Nuts",1,0
908,"Personally, they all freak me out! Larry, Moe and Curly were once in charge=FREAKY! ",1,0
909,NYT Publisher Complains to Trump About 'Potential' Violence Against Journalists - Ignores Over 500 Violent Attacks on Trump Supporters ,1,0
910,Behold 2 faces that even a mother could not love. Evil traitors to their own country and families. How ashamed their mothers must be.,1,0
911,@Thomas_Wictor So the fun new conspiracy theory making the rounds is that both President's Bush & Obama knew where OBL was all along - hiding in Iran - and said nothing while we lost soldiers looking for him in Afghansistan.    People are fucking retarded.  ,1,0
912,"A shocking video has emerged out of Oklahoma, where an armed thug thought he was going to ambush two Tulsa Police Department Gang Unit Officers from behind the tinted glass of his SUV. Instead, the violent lowlife got a horrific surprise that he wasn't counting on.  https://madworldnews.com/oklahoma-thug-ambush-cops/",1,0
913,The theory is free speech so everyone has a right to be irresponsible and post stuff most of us do not want to see. Psalm 101:3 I will not look with approval on anything that is vile. I hate what faithless people do; I will have no part in it. The argument is free speech and the answer is MUTE but I do not want to see the vile stuff to have to mute it.  That is the point I believe the founders MISS.,1,0
914,Listen to this voice recording sessions where AWD members claim to be O9A satanists. Spread this gab around. ,1,0
915,". @SpeakerRyan: ""Blah, blah, blah, I'm a coward and will cave on immigration. SECONDLY, I want to talk about working American families.""  Well, it just says it all, folks. They truly deserve a bludgeoning at the ballot box.",1,0
916,"Apparently, watching the neighborhood whilst sitting in the bushes and peeking thru windows (for safety, you know) is frowned upon, as well.",1,0
917,We don't know that. ,1,0
918,Trump's tweet on Stormy reveals the network that tried to assassinate him. ,1,0
919,"The ""elite"" also steal much of the trillions but likely the ""war on poverty"" has enriched the ""elite"" more then the so called ""military industrial complex"" ever has. ",1,0
920,"""Evil"" Ted Cruz?   Voted yes, and enough Republicans too voted yes..to import drugs from Canada.  Dems owned by Pharma sunk the vote. ",1,0
921,"Trump Nation!  Join the 16% football fans missing the Super Bowl to kill It's ratings in NFL Commish Goodell's face.  He banned AD mocking Kim Jong-UN after, ""The leagues done enough for vets,"" then nixed them asking fans to stand for Anthem.  #Gab #GabFam #SpeakFreely #Chat #Americans",1,0
922,Canada is too close & he'll sneakily skate back to USA when no is watching. ,1,0
923,"Liar,liar pants on fire. ",1,0
924,Here ya go. Stay Vigilant!!  #Communists Planning Armed #Insurrection on Twitter ,1,0
925,"3) If you are picking up leftist vibes, it's because I used to be one of the zombies. Thankfully, I realized what I was doing to myself and others and smartened up after Bernie got screwed. I was a Bernie to Trump person (they DO exist). Libertarianism is the answer. Nationalism is the answer.",0,1
926,"Seriously? Why do people drink this heartattack in a can? And you do realize that the ""m"" is actually jewish symbols ya know! ",1,0
927,All the right kind of people are scared of Russians and Orthodoxy these days. I wonder why?>>>> ,1,0
928,A Mudshark fucking her drug dealer.,1,0
929,"Bernie Care, more like long wait cancelled care. ",1,0
930,DONT FUCKING VOTE! ,1,0
931,"Hitler was a devout man of satan, serving him well, and he now has his reward...a hot corner in the deepest bowels of hell with no ice machine and a never ending supply of hate.",1,0
932,"""Again, Obama does not want unity. He wants division. ",1,0
933,"http://www.dailymail.co.uk/news/article-5571601/Girl-17-shot-dead-gang-crossfire-boy-16-gunned-London.html#ixzz5BaZ5OyBJ Bloodbath continues in Sadiq Khan's London: Girl, 17, capital's 37th murder victim in 2 months!",1,0
934,"LBC isn't as bad, I'm not saying it's good but it's nowhere near as biased as the likes of the BBC. Just stay away from James O'Brien, he's a complete leftist twat. Hang in there :)",1,0
935,"Republicans love management, hate labor. ",1,0
936,"fat chance, shill. I will continue to call you controlled opposition pieces of shit out every chance I get. We are all becoming aware of how to tell the difference between real and paid shills like your ugly bitch face. It's so simply. The paid shills say 'lets do another Holocaust'. YOU SAID LETS DO ANOTHER HOLOCAUST. YOU SAY IT ALL THE TIME YOU FUCKING PAID SHILL PIECE OF SHIT. Keep calling attention to yourself, get doxed bitch @MrsHawthorn",1,0
937,The globalists 'moving to censor' anyone has also marked the beginning of most genocides in modern history; don't think the job is done b/c (((they've))) moved to this phase of the coup.,1,0
938,"The Jews are the ring leaders , the rest are useful idiots ",1,0
939,"Yeah, the guy who tweets prolifically doesn't use computers.",1,0
940,Trump claims Democrats could be funding migrant caravan as Pence blames 'leftist groups' https://www.foxnews.com/politics/trump-claims-democrats-could-be-funding-migrant-caravan-as-pence-blames-leftist-groups,1,0
941,"again... this is another attempt by globalist, pro Islamic forces that spew propaganda.",1,0
942,I expect no patriotism from anyone that works in Seattle. Nuke the city. No loss.,1,0
943,$21+ TRILLION ROBBED JUST FROM THE PENTAGON!  $100+ TRILLION IN 2008 PLANNED CRASH  $17+ TRILLION FROM FED RESERVE   AND THAT IS JUST A STARTER ,1,0
944,I don't know about cold hearted but he definitely is some kind of sick human.,1,0
945,you haven't done those things because you spent your 20's dying your penis yellow @AndrewAnglin and all I have is this clear glass thing ,1,0
946,Hey Whoopie Goldturd nobody cares what you have to say. Stop flapping your gums because we don't believe a word you or the other hosts of the libtard view say. We only believe anyone who talks against you all! If you all told the truth you would probably be cancelled! ,1,0
947,Trump is one of them. He's a Zionist. https://www.nationofchange.org/2017/01/15/cheney-rothschild-fox-news-murdoch-drill-oil-syria-violating-international-law/,1,0
948,Well as I said before to your tin foil wearing hat covering an empty skull....the studies are published...and the FDA isn’t responsible for running the studies or publishing them...THE MANUFACTURERS of the drugs/biologic/vaccines are the ones responsible.  SO take your own ignorant ass to their website or call their medical line (start with Sanofi pastuer) and REQUEST the information.  I evaluate products weekly for formulary positioning etc and THERE MUST be published studies.  So stop with your conspiracy nonsense and do your own research...no my job to teach the stupid.,1,0
949,"Yes I do and they almost did a fantastic job you racist, give the people some credit.",1,0
950,"Teacher Strips Naked On Elementary School Playground, Chases Nearby Students ",1,0
951,"I don’t have to pray, you are nothing.",1,0
952,"She came from Sri Lanka by going to New Zealand, first. It's a bi-country agreement that citizens can live and work in either country. I wonder if the policy needs to be reviewed, now their new lefty PM wants to take our rejects from Manus Island. They did not pass our vetting, and she wants them????",1,0
953,In reality though he profited massively from Trump and the free advertisement he gave them. If ever they decide that they will get rid of him then Twitter will truly die.,1,0
954,"There were no gas chambers. Of the camps occupied by the Allies and investigated by Americans, *none* were found to be ""extermination camps."" The only camps that lie stayed in place were with the ones occupied by the Soviets and denied access to the West for years. Jewish fables.",1,0
955,"You have to see this, the deep state stole social media so they could silence us. https://www.youtube.com/watch?v=hyApkynqr_Y",1,0
956,Do you like it up the shitter tan boy?,1,0
957,I hate snitches. Handle your own business. Hate.,1,0
958,Senate repudiates Bernie Sanders' religious bigotry http://www.wnd.com/2018/03/senate-confirms-nominee-whose-faith-triggered-bernie-sanders-rage/,1,0
959,"@AxelTruther: Watch ""Future Speaker of the House Maxine Waters to bring 41k Somali Refugees to S. Central L.A"" on YouTube - https://youtu.be/0ylt1H8K0gA ",1,0
960,the Banks through real negative interest rates.. have stolen over 30 % of savers money - a gargantuan amount.. no wonder they and their Card issuers are concerned for our welfare..,1,0
961,"Penn ran Steve Wynn off campus. Highly predictable. But look how they disrespect Cosby! Just a footnote in the cracker's press release. Show a brother some respect! If you erase his memory, give him his own release! ",1,0
962,I usually feel the need to downvote when I see entire comment threads calling users niggers and kikes with 80 upvotes and zero downvotes. ,1,0
963,Leaked emails show Sadiq Khan's advisors leant on Greater London Authority facilities staff to authorise Trump blimp. Read my comments on Breitbart London. ,1,0
964,"Lots of fools are still ok for the nation building, assasinating, globalist CIA",1,0
965,I can`t imagine the whining and howling that will accompany the long waited death of the CLINTONS they will blame it on Trump.,1,0
966,"SORRY LOOKS LIKE IT`LL BE THREE POSTS NOW   ANYWAY, NOTHING IS BEING DONE ABOUT LOCKING THESE ASSHOLES UP  HILLARY HAS KURU DISEASE FROM BEING A CANNIBAL 4 YRS &YRS AND RAPING AND EATING CHILDREN  SHE SHOULD BE LOCKED UP BUT SHE IS STILL FREE TO DO HER EVIL SHIT  JUSTICE IS NOT BEING SERVED   LARRY KLAYMAN SAYS CITIZENS GRAND JURIES AND ARRESTS IS THE ONLY WAY   PLS JOIN HIM",1,0
967,"Just give them 5 days, they'll go back to eating Laundry Pods ",1,0
968,She's living a self-made & hellish prison of her own making right now; #Karma never forgets. #ClintonCrimeFamily ,1,0
969,"While I am not adverse to bastard death per se, I think we have a long way to go before we are at that point in America. ",1,0
970,"Say what you want about South Africa, but Blacks there stick together. A lot of them might be ignorant of how much colonization helped them but they damn well remember apartheid and want revenge.",1,0
971,Poor Judge...if only he had a life outside of gab. ☕️☺️,1,0
972,"This super low IQ pussy, is just trying to revive his shit stained, failed career, such as it was, so he can pay for more failed plastic surgery. http://nosejobsurgerybeforeafter.com/mickey-rourke-plastic-surgery/",1,0
973,"Whoever uses the words “bully” or “bully tactics” or “bullying” is inevitably a weak, posturing fag. “He’s such a bully!” Fag talk.",1,0
974,You are what you eat.... Sad that they've been so lied too and sadder still that they believe the lies.,1,0
975,right in that smug self absorbed narcissistic face!,1,0
976,"If I ever run for president I'm not going to make a bunch of lofty promises or appeal to victimhood. My platform is simple, everyone is getting fired, & Congress is getting term limits.  I'll only need a single term.",1,0
977,"Unless you’re a murderer, handing in your guns to stop murder is like chopping off your dick to end rape. If you aren’t a rapist, cutting off your dick is pointless.",1,0
978,Yeah labeled as propaganda in an attempt to #sheeple the #muslims,1,0
979,"Hogg, Fuck you and CNN,Twitter,Facebook,HRC,SOROS,Obama,Bush to HELL!",1,0
980,"NYS will stop taking union fees from nonmembers starting now...and, although i wholeheartedly cheer and applaud this, i found this article sobering b/c i didn't realize how in debt the state actually is and how cavalier the Cuomo administration is about it... ",1,0
981,Who's wearing Oud in here. ,1,0
982,"This is standard operating procedure for the DNC smear machine. Nothing new, they have been doing it many years. They are the most guilty of the things they accuse others of doing. We have less than half a Congress because more than half are criminal leftists & RINOs!",1,0
983,#MAGA #TRUMP #DEEPSTATE #Q #QANON ,1,0
984,https://youtu.be/hV-05TLiiLU                              WHAT  REMEMBER   WHAT THE IDIOT   SAID   PASS THEN READ WHAT IT'S ABOUT  !!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0
985,"The land of Ozz has got plenty of balls,,, good- day-mate ",1,0
986,Point is I don't think any of these types of people are writing all their tweets. I suspect they have allowed a deep state team of writers to put these tweets out for them,1,0
987,Not to make fun of cripples. But this photo is an excellent illustration of the essence of an ANTIFA member. All be it extreme.  They are people who cannot keep up with society and have fallen behind. They've nothing better to do than to get back at society by raising hell.,1,0
988,"Hopefully noy, but they've wanted to  for a long time now. It would be worst that the UNs', as far as the abuse :(",1,0
989,Yes. Yes it does. It allows the teams and stadiums to use public tax payer funded money to build their lavish stadiums and buy peoples land off of them in case that team wants to for example expand the stadium or add a new parking lot,1,0
990,The Wikileaks emails show that Jew gremlins like Podesta and Satanists like Clinton and the DNC are actively trying to influence Catholics. How long? I think this might explain the change in Catholic culture since Vatican 2. So let’s see. We abdicate  ,1,0
991,Christian students ‘attacked with MACHETES for refusing to recite Koran’ ,1,0
992,"P-A-T-S-I-E-S.  Why JFK papers were so important to be released - show plainly how CIA/FBI (Deep State) operates to this day, but now they use mind-controlled drugged up zombies to do real dirty work",1,0
993,#CatholicGab #ProLife  𝐈’𝐦 𝐩𝐫𝐨-𝐥𝐢𝐟𝐞. 𝐀𝐧𝐝 𝐭𝐡𝐚𝐭 𝐦𝐞𝐚𝐧𝐬 𝐈’𝐦 𝐚𝐠𝐚𝐢𝐧𝐬𝐭 𝐜𝐨𝐧𝐭𝐫𝐚𝐜𝐞𝐩𝐭𝐢𝐨𝐧 𝐚𝐧𝐝 𝐠𝐚𝐲 𝐦𝐚𝐫𝐫𝐢𝐚𝐠𝐞. 𝐇𝐞𝐫𝐞’𝐬 𝐰𝐡𝐲  The *other* seamless garment argument.  https://www.lifesitenews.com/blogs/if-we-really-want-to-end-abortion-we-have-to-re-educate-the-world-on-sex,1,0
994,one day they will learn they serve us - we the people - and with term limits and voting the clowns and arrests then we can get our country back as it should be!!,1,0
995,Trump should have intercede on the child’s behalf with May.   ,1,0
996,USA cannot trust Turkey and Saudis will do what is best for them .Precarious  situation that I'm sure you will handle...,1,0
997,"Yep, the antifa anarchists are modern day Marxists.  THEY are the people rioting in DC today and costing taxpayers millions to protect their miserable asses.  From what I'm not sure -- themselves??",1,0
998,It's all sort of surreal to me. But I certainly do know that we are drowning in a sea of corruption. So I guess it's not a far cry from there to #SecretSociety  ,1,0
999,Digisexual relationships will result in men and women bonding with their sex robots. ,1,0
1000,Democrats funding 'New' Dossier: ,1,0
1001,"Paul Sperry   Meet Comey FBI's ""deep throat"" in Trump-Russia ""collusion"" probe:  ""He is engaged on some of most high-stakes matters today, such as his representation of the DNC and Hillary Clinton’s campaign in their responses to Russian hacking in the 2016 election.""  https://t.co/WtAZU2DM5v https://t.co/qd3RB4EnzO",1,0
1002,It's just a matter of time before Americans are hiding their weapons from confiscation. The battle for the 2a is all but lost.,1,0
1003,"She might self identify as a black man called ""Lebron"" or something !! ;-)",1,0
1004,"JFC. And we're back to infighting. God Damn It, keep your eyes on the real enemy. They are starting fires with the amount of hand-rubbing they do when we go after each other.",1,0
1005,Trump says PRISONER Obama.  Freudian slip?  https://www.youtube.com/watch?v=QPnCFYYEJK0,1,0
1006,"You’re a dumbass. It’s called the “alt-right” because it’s presenting an alternative to the fake controlled opposition neocon cuck right, that’s been seditiously installed to be a counterfeit to subvert and trick white people out of standing for their own interests.",1,0
1007,Haha! Sure they are. 👌 ,1,0
1008,Looks like a democrat plot to me,1,0
1009,"If, extremism is present anywhere in US by immigrants of any religion they should be sent back to their country. Let them practice their level of intolerance in their old country! ",1,0
1010,Well deserved too. I wish he would have asked why she held on to the letter for six weeks and never even asked him about it during the hearings.,1,0
1011,President Trump's 60 min interview. This woman was on the attack with her assumptions. She was not very nice when she interviewed them at Trump Tower after the election also. Why give give her the interview? https://youtu.be/wFt6HURbdfk,1,0
1012,"Like all school shooters Cruz lacked the proper imagination & 2nd order thinking. Demonstrations are best not on your proximate tormentors but on ultimate ones. David Hogg excluded, schoolchildren should not fear death, but the alienators, the degenerators, the usurers, the legislators etc",1,0
1013,"Summer Solstice 2018 Obama attends a luciferian right with best friend and sidekick Charles ""luciferian"" Arthur to renew his vows to Daddy bush and the Popes NWO",1,0
1014,17K dislikes. Giggity.  You know what to do #GabFam.  Give El Goblina some loathe.  https://www.youtube.com/watch?v=hDEc4ImIVHk,1,0
1015,Here you go Bud.. ,1,0
1016,Sorry but many people have little respect for sport hunters that do it just to hang on a wall,1,0
1017,Baffles me how #Soros commits #Sedition against almost every country in the world and still allowed to walk as a free man.  #Corruption #Collusion ,1,0
1018,"Google and Facebook should each be fined $10 million per day until they fix their bias issues. Collectible at the end of every week. And if they don't pay, the executives should immediately be jailed and charged with sedition.",1,0
1019,"@deplorable2024  If I could repost your level of stupidity, I certainly would, but alas, you are a coward hiding in the bushes.    I am a piece of shit, never denied that.  At least I have the stomach to put it out there.  Fuck off ol' Biddy",1,0
1020,Are you sick of the media and their LIES as much as we are? ,1,0
1021,"It is staggering to me how a puny, feminine, petulant-looking little wussyboi with a last name like Hogg can actually show his face on TV, expect to be taken seriously, and GET BELIEVED when he says such completely idiotic, easily-disproven, beyond-the-pale-of-stupid things. What in the actual, over?",1,0
1022,Youtube is stepping up efforts to suppress the spread of alternative news sources on its platform ,1,0
1023,"Communism and socialism is going to rock Europe this summer, all these tiny ""Rules"" have also been implimented in California USA... Europe is heading for war.",1,0
1024,https://www.naturalnews.com/2018-07-17-fascist-democrats-call-for-tech-giants-to-blacklist-independent-media-news-sources-they-dont-like.html  ,1,0
1025,Says the guy who begs for the Government to make and maintain a bigotry driven enemies list for them.   #Bigot #Scammer #GhostlerPan #Ghost,1,0
1026,Please don't insult children like that.  😉😅  I know several 3 year olds with more self-awareness and common sense than the average progressive/democrat.  ,1,0
1027,It’s not surprising that the only war the French have ever won was a civil war,1,0
1028,This is the Progressive Left: pretending to care about social justice and then turning around and deploying some unbelievably ironic racism. Repulsive hypocrisy. ,1,0
1029,"Daniel, you're stupid. If I'm not mistaken there are a great many black police officers. You don't even know how to think for yourself. You're nothing but a parrot, ""Polly want a cracker"".",1,0
1030,Hey didn't you know that Jews proved the protocols were a forgery hahahahahah >.<,1,0
1031,We really shouldn't use the #AltRight moniker Hillary&NWO named. Although we are right lol #WeNeedANewName,1,0
1032,I dont know...but the Clinton girl sure needs to brush those yellow teeth. ,1,0
1033,Tabarnak! He should crawl back into his swamp.,1,0
1034,"The slaves must remain enslaved. A voice from their MASTERS. Expect FEAR, HATE, DOUBT to be trumpeted. MW blubberates",1,0
1035,Iran; Anti-government slogans during the Labor Day March ,1,0
1036,"MINNEAPOLIS (KMSP) – A 32-year-old Bloomington man is facing multiple charges after he reportedly hid in a women’s bathroom at Community  Tec Col, then crawled into a stall to sexually assault a woman. ",1,0
1037,Death cult taking over the world by threatening and carrying out death en masse. Evil governments in western nations bringing it in en masse.,1,0
1038,Anyone who does the least bit of research can see thru the deception. But most are drugged and entertained so they do not care.,1,0
1039,No interest in watching these mental deficients  cry about their own ignorance. Found out that proving a point or going against society has it's giant draw back. Too bad. Cannot sew back on what nature never intended to be removed. Deal with it or not.,1,0
1040,"They should fuck Microsoft. As i alreay wrote here several times, we need #ConservTech companies, buy up radio and TV station, 30 years science,education,politics,culture,welfare,health care, everything was left and given to the left liberal scum whho treasonous poisoned our children with their teachings.",1,0
1041,https://youtu.be/1Lxq3HNSkDo  ,1,0
1042,He saw that the Intels were infiltrating their way to the top in their organization Disguising themselves as friends. And they killed him because they didn't want him to re-educate his people of the tricks of their trade.     https://youtu.be/q-QkqfNpzys,1,0
1043,Dems are in fact Nazi-fascist communists. Fact.,1,0
1044,Why should it be a surprise he registered as a Democrat?,1,0
1045,The good doctor can pull that barbed wire phallus out of her butt anytime now..........,1,0
