,Unnamed: 0,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
1098,1098,13566,"Yep, just long enough to let her brainwash other women & then POW, she's nothing but a memory. ",0.0,1.0,0.6,0.4,"The post contains language that could be interpreted as a call for violence, specifically the use of 'POW' in the context of making someone 'nothing but a memory.' This suggests a violent end to the person being discussed. The post also implies a negative view towards women, potentially demeaning them by suggesting they are being 'brainwashed.' However, the language is somewhat ambiguous and could be interpreted in different ways, leading to a moderate level of disagreement among annotators.","The post uses the phrase 'POW, she's nothing but a memory,' which can be interpreted as a call for violence or harm against a woman. The context suggests a negative view towards women, implying they are being 'brainwashed.' The language is somewhat ambiguous, leading to potential disagreement among annotators about whether it constitutes hate speech. Therefore, the prediction is that 60% of annotators might classify it as hate speech due to the violent implication, while 40% might not see it as such due to the ambiguity.",0.6
1152,1152,14343,"They don't want anyone countering their anti-white narrative, they don't want anyone calling out the people who push it, so they shut as many people down as possible. They say it's for 'Hate Speech' but they're the hateful ones forcing us to conform to their idea of the future",0.0,1.0,0.7,0.3,"The post contains elements that could be interpreted as hate speech, particularly in its reference to an 'anti-white narrative' and the suggestion that 'they' are the 'hateful ones.' This language could be seen as demeaning or degrading to certain groups, potentially falling under the category of 'Assaults on Human Dignity.' However, the post does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators. The post's content is somewhat ambiguous and could be interpreted differently depending on one's perspective on racial and social issues, leading to a moderate level of disagreement among annotators.","The post suggests that there is an 'anti-white narrative' and accuses others of being 'hateful' for allegedly suppressing dissenting views. This could be seen as an assault on human dignity, as it implies a victimization of a racial group and accuses others of malicious intent. However, it does not explicitly call for violence or use vulgar language. The post's interpretation may vary based on the reader's perspective on racial issues, leading to a moderate level of disagreement among annotators. Therefore, I predict that 70% of annotators might classify it as hate speech, while 30% might not.",0.7
1153,1153,14345,Just think about how sick it is that they want no opposition whatsoever to the mass replacement-level immigration going on in western countries. They are prepared to totally wipe people from the internet to achieve it. This is not a game...,0.0,1.0,0.6,0.4,"The post discusses 'mass replacement-level immigration' and suggests a conspiracy to 'wipe people from the internet' to achieve this. The language used can be interpreted as demeaning or degrading towards immigrants, suggesting a threat to the existing population, which aligns with the 'Assaults on Human Dignity' aspect of hate speech. However, it does not explicitly call for violence or use vulgar language. The post's content is likely to be interpreted differently based on subjective views about immigration and free speech, leading to a moderate level of disagreement among annotators.","The post discusses the topic of immigration in a way that suggests a conspiracy and a threat to the existing population, which can be seen as demeaning or degrading towards immigrants. This aligns with the 'Assaults on Human Dignity' aspect of hate speech. However, it does not explicitly call for violence or use vulgar language. The language used is somewhat ambiguous and can be interpreted differently based on subjective views about immigration and free speech, leading to a moderate level of disagreement among annotators. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.6, 0.4].",0.6
1157,1157,14426,"lol @JohnGritt‍, Afterall, we're the true Aryans.",0.0,1.0,0.7,0.3,"The post makes a reference to 'Aryans,' which is historically associated with Nazi ideology and white supremacy. This can be seen as an assault on human dignity, as it implies racial superiority. The use of 'lol' suggests a casual or joking tone, which might lead to some disagreement among annotators about the seriousness of the statement. However, the reference to 'true Aryans' is likely to be interpreted by many as hate speech due to its historical connotations.","The post contains a reference to 'Aryans,' which is historically associated with Nazi ideology and white supremacy. This can be seen as an assault on human dignity, as it implies racial superiority. The use of 'lol' suggests a casual or joking tone, which might lead to some disagreement among annotators about the seriousness of the statement. However, the reference to 'true Aryans' is likely to be interpreted by many as hate speech due to its historical connotations. Therefore, I predict a higher percentage of annotators would classify this as hate speech, but there may still be some disagreement, leading to a prediction of [0.7, 0.3].",0.7
1178,1178,14610,"Police in Londistan,  Formally known as London",0.0,1.0,0.7,0.3,"The post uses the term 'Londistan,' which is a derogatory term often used to imply that London has been overtaken by Muslim influence, suggesting an assault on human dignity based on religion and ethnicity. This term is likely to be interpreted as hate speech by a significant portion of annotators due to its demeaning nature. However, the post does not explicitly call for violence or use vulgar language, which might lead some annotators to classify it as not hate speech. The term's derogatory nature and the context of its use contribute to a moderate level of disagreement among annotators.","The post uses the term 'Londistan,' which is a derogatory term often used to imply that London has been overtaken by Muslim influence, suggesting an assault on human dignity based on religion and ethnicity. This term is likely to be interpreted as hate speech by a significant portion of annotators due to its demeaning nature. However, the post does not explicitly call for violence or use vulgar language, which might lead some annotators to classify it as not hate speech. The term's derogatory nature and the context of its use contribute to a moderate level of disagreement among annotators.",0.7
1202,1202,14917,Wrong. http://loganswarning.com/2009/12/15/islam-101-lying-is-permissible/ Get some new talking points. You are just a dime a dozen liar for Allah.,0.0,1.0,0.6,0.4,"The post contains a link to a website that appears to be critical of Islam, and the language used ('dime a dozen liar for Allah') suggests a derogatory tone towards Muslims. This could be interpreted as an assault on human dignity based on religion. However, the post does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators about whether it constitutes hate speech. The ambiguity in the severity of the language and the context of the linked content could result in moderate disagreement among annotators.","The post criticizes someone as a 'dime a dozen liar for Allah,' which implies a negative stereotype about Muslims. This could be seen as demeaning or degrading based on religion, fitting the 'Assaults on Human Dignity' aspect of hate speech. However, it does not contain explicit calls for violence or use vulgar language. The context of the linked content might influence interpretations, but the post itself leans towards being considered hate speech due to its derogatory nature. Therefore, I predict a moderate level of annotator disagreement, with a higher percentage classifying it as hate speech.",0.6
1242,1242,15426,"Where and who is “Amalek” (the people the Jews are commanded to wipe out) today? This Rabbi tells us, it’s Germany, or more specifically, Germanic Europeans pose a threat. And, this has indeed shown to be the case in history. https://zionistreport.com/2018/01/video-rabbi-germans-biggest-threat/",0.0,1.0,0.7,0.3,"The post references a religious commandment to 'wipe out' a group of people, which can be interpreted as a call for violence against Germanic Europeans. This aspect of the post is likely to be seen as hate speech by many annotators. Additionally, the post suggests that a specific ethnic group poses a threat, which could be seen as an assault on human dignity. The context of the post, referencing a Rabbi's statement, may add to the complexity, but the potential for inciting violence and targeting a specific ethnic group is likely to lead to a higher percentage of annotators classifying it as hate speech.","The post discusses a religious commandment to 'wipe out' a group of people, specifically targeting Germanic Europeans. This can be interpreted as a call for violence and an assault on human dignity, as it targets a specific ethnic group. The context of the post, referencing a Rabbi's statement, may add some complexity, but the potential for inciting violence and targeting a specific ethnic group is likely to lead to a higher percentage of annotators classifying it as hate speech. Therefore, I predict a higher percentage of annotators would classify this post as hate speech, with some disagreement due to the religious and historical context.",0.7
1294,1294,16037,NOT students!  in their 20's....Crisis ACTORS  being paid by Soros to divide  & stir up trouble !   Hogg thinks this is a Career !!!  ,0.0,1.0,0.7,0.3,"The post accuses individuals of being 'crisis actors' paid by George Soros, a common conspiracy theory often used to delegitimize protestors and activists. This can be seen as an assault on human dignity, as it implies deceit and manipulation for nefarious purposes. The mention of Soros, a Jewish philanthropist, is frequently associated with anti-Semitic tropes, which may contribute to the perception of hate speech. The post does not explicitly call for violence or use vulgar language, but the conspiracy theory aspect and potential anti-Semitic undertones could lead to a higher percentage of annotators classifying it as hate speech. However, the lack of explicit offensive language or direct calls for violence might lead some annotators to classify it as not hate speech, resulting in moderate disagreement.","The post accuses individuals of being 'crisis actors' paid by Soros, which is a common conspiracy theory often used to delegitimize protestors and activists. This can be seen as an assault on human dignity, as it implies deceit and manipulation for nefarious purposes. The mention of Soros, a Jewish philanthropist, is frequently associated with anti-Semitic tropes, which may contribute to the perception of hate speech. The post does not explicitly call for violence or use vulgar language, but the conspiracy theory aspect and potential anti-Semitic undertones could lead to a higher percentage of annotators classifying it as hate speech. However, the lack of explicit offensive language or direct calls for violence might lead some annotators to classify it as not hate speech, resulting in moderate disagreement.",0.7
1351,1351,16808,"Unfortunately, they aren’t the “natural conservatives” many people think they are. Voter data clearly shows that the vast majority of non whites vote to the left in the US, just as they do in their home countries. Once we become the minority, a Republican will never win another national election again.",0.0,1.0,0.6,0.4,"The post suggests that non-white individuals are not 'natural conservatives' and implies a threat to the political power of Republicans due to demographic changes. This can be seen as an assault on human dignity by generalizing and demeaning non-white individuals based on their voting patterns. The post does not explicitly call for violence or use vulgar language, but the underlying message about demographic change and political power could be interpreted as racially charged, leading to some annotators viewing it as hate speech. However, the lack of explicit offensive language or direct incitement to violence may lead to some disagreement among annotators.","The post discusses the voting patterns of non-white individuals in the US and implies a threat to Republican political power due to demographic changes. This can be interpreted as an assault on human dignity by generalizing and demeaning non-white individuals based on their voting patterns. The post does not explicitly call for violence or use vulgar language, but the underlying message about demographic change and political power could be interpreted as racially charged. This may lead to some annotators viewing it as hate speech, while others may not see it as such due to the lack of explicit offensive language or direct incitement to violence. Therefore, there is likely to be some disagreement among annotators, but not extremely high.",0.6
1383,1383,17177,"msm is owned by soreass and the global elite.  We will never hear anything of value on msm.  Don't buy their papers, don't subscribe to their news on the internet, don't pay for their channels if given a choice.  Let the liberals keep drinking the koolaid.  Imagine the lefts surprise when they go to vote in november and they don't recognize any of the candidates because they have all been imprisoned or are awaiting tribunal/execution?",0.0,1.0,0.6,0.4,"The post contains elements that could be interpreted as hate speech, particularly in its use of derogatory language towards liberals and its suggestion of imprisonment or execution of political opponents. This could be seen as an assault on human dignity and a call for violence, albeit indirectly. The language is provocative and could be interpreted as inciting hostility against a particular political group. However, the post does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators. Therefore, there is likely to be moderate disagreement, with a slight majority classifying it as hate speech.","The post suggests that mainstream media (msm) is controlled by a group referred to as ""soreass and the global elite,"" which could be interpreted as a derogatory reference to George Soros and a conspiracy theory about elite control. It advises against consuming mainstream media and uses the phrase ""let the liberals keep drinking the koolaid,"" which is a derogatory statement implying that liberals are blindly following false information. The post further imagines a scenario where liberal candidates are imprisoned or executed, which could be interpreted as a call for violence or dehumanization of political opponents. While the post does not use explicit vulgar language, its content could be seen as promoting hostility and division, particularly against liberals. This could lead to a moderate level of disagreement among annotators, with some viewing it as hate speech due to its demeaning language and implied threats, while others may see it as political hyperbole.",0.6
1392,1392,17250,Too bad Kahn cannot be at the end of a rope. ,0.0,1.0,0.7,0.3,"The post 'Too bad Kahn cannot be at the end of a rope' suggests a call for violence, as it implies a wish for someone to be hanged. This is a serious and explicit suggestion of harm, which is a clear indicator of hate speech. The post does not contain vulgarity or offensive language, but the implied call for violence is significant. Given the clarity of the violent suggestion, there is likely to be low disagreement among annotators about this being classified as hate speech.","The post 'Too bad Kahn cannot be at the end of a rope' suggests a call for violence, as it implies a wish for someone to be hanged. This is a serious and explicit suggestion of harm, which is a clear indicator of hate speech. The post does not contain vulgarity or offensive language, but the implied call for violence is significant. Given the clarity of the violent suggestion, there is likely to be low disagreement among annotators about this being classified as hate speech. Therefore, I predict that a higher percentage of annotators would classify this as hate speech, around 70%, while 30% might not see it as such due to the lack of explicit offensive language or context about who 'Kahn' is.",0.7
1404,1404,17374,THE REAL bill clinton  EVIL father & THIS LOAD DIDN'T END UP IN MONICA'S MOUTH,0.0,1.0,0.7,0.3,"The post contains vulgar and offensive language, particularly in the phrase 'THIS LOAD DIDN'T END UP IN MONICA'S MOUTH,' which is a crude reference to a past scandal involving Bill Clinton and Monica Lewinsky. This language is likely to be considered demeaning and degrading, particularly towards Monica Lewinsky. The post does not explicitly call for violence, but the use of the term 'EVIL' in all caps could be interpreted as an assault on human dignity, particularly towards Bill Clinton. The vulgarity and offensive nature of the language are likely to lead to a higher percentage of annotators classifying this as hate speech, though there may be some disagreement due to the lack of explicit calls for violence or direct assaults on protected characteristics.","The post uses vulgar and offensive language, particularly in the phrase 'THIS LOAD DIDN'T END UP IN MONICA'S MOUTH,' which is a crude reference to a past scandal involving Bill Clinton and Monica Lewinsky. This language is likely to be considered demeaning and degrading, particularly towards Monica Lewinsky. The post does not explicitly call for violence, but the use of the term 'EVIL' in all caps could be interpreted as an assault on human dignity, particularly towards Bill Clinton. The vulgarity and offensive nature of the language are likely to lead to a higher percentage of annotators classifying this as hate speech, though there may be some disagreement due to the lack of explicit calls for violence or direct assaults on protected characteristics.",0.7
1411,1411,17431,"Why youtube suppresses videos that defends human rights and logically exposes the ultimate most powerful racism on earth, Zionist Israel & Globalism. Thought they opposed ""Racism"". Why would they hide its 95% rating, not comment,, even see its numbers???  https://kek.gg/u/qkcm",0.0,1.0,0.6,0.4,"The post accuses YouTube of suppressing content that defends human rights and exposes 'the ultimate most powerful racism on earth,' specifically targeting 'Zionist Israel & Globalism.' This language can be interpreted as an assault on human dignity, as it targets a specific group (Zionists) and associates them with globalism in a negative context. The post does not explicitly call for violence, but the language used could be seen as offensive or inflammatory, particularly in its broad accusations. The ambiguity in the post's intent and the potential for it to be interpreted as anti-Semitic may lead to a moderate level of disagreement among annotators.","The post accuses YouTube of suppressing videos that defend human rights and expose what it calls 'the ultimate most powerful racism on earth,' specifically targeting 'Zionist Israel & Globalism.' This language can be interpreted as an assault on human dignity, as it targets a specific group (Zionists) and associates them with globalism in a negative context. While the post does not explicitly call for violence, the language used could be seen as offensive or inflammatory, particularly in its broad accusations. The ambiguity in the post's intent and the potential for it to be interpreted as anti-Semitic may lead to a moderate level of disagreement among annotators. Therefore, I predict that 60% of annotators might classify this post as hate speech, while 40% might not.",0.6
1414,1414,17456,"This is the kind of racist POS that makes me wanna jump through the TV, and ....  http://insider.foxnews.com/2018/06/13/ms-13-gang-reportedly-terrorizing-maryland-school-tucker-carlson-clashes-ex-dnc-official",0.0,1.0,0.6,0.4,"The post expresses a strong emotional reaction to a perceived racist individual, using the term 'racist POS' which is vulgar and offensive. The phrase 'makes me wanna jump through the TV' could be interpreted as a metaphorical expression of frustration or anger, but it could also be seen as a call for violence, depending on the reader's interpretation. The link to a news article about MS-13 gang activity may provide context, but without further details, the post's language and tone suggest a moderate level of disagreement among annotators. Some may view it as hate speech due to the offensive language and potential incitement, while others may see it as a non-literal expression of anger.","The post contains vulgar and offensive language ('racist POS') and expresses a desire to 'jump through the TV,' which could be interpreted as a metaphorical expression of anger or frustration. However, it could also be seen as a call for violence, depending on the reader's interpretation. The context of the post, linking to a news article about MS-13 gang activity, may influence how it is perceived. Given the strong language and potential for different interpretations, there is likely to be moderate disagreement among annotators. Some may classify it as hate speech due to the offensive language and perceived incitement, while others may view it as a non-literal expression of anger. Therefore, the predicted percentages are [0.6, 0.4].",0.6
1422,1422,17544,#TuesdayThoughts  Knock Knock Who's there?  Not John McCain.https://www.bitchute.com/video/adPoJqG8AFPw/,0.0,1.0,0.6,0.4,"The post makes a joke about the late John McCain, which could be seen as offensive or disrespectful to some, particularly those who respected or admired him. This could be interpreted as an assault on human dignity, as it makes light of a deceased individual. However, it does not contain explicit calls for violence or vulgar language. The humor may be seen as distasteful, leading to some annotators classifying it as hate speech, while others may see it as a harmless joke, resulting in moderate disagreement.","The post uses a ""knock knock"" joke format to reference the late John McCain, which can be seen as disrespectful or offensive to some individuals, particularly those who respected or admired him. This could be interpreted as an assault on human dignity, as it makes light of a deceased individual. However, it does not contain explicit calls for violence or vulgar language. The humor may be seen as distasteful, leading to some annotators classifying it as hate speech, while others may see it as a harmless joke. This results in moderate disagreement among annotators.",0.6
1433,1433,17573,President needs to unseal this POS's records. We will never have another black president when this happens.,0.0,1.0,0.7,0.3,"The post contains elements that could be interpreted as hate speech, particularly in the aspect of 'Assaults on Human Dignity.' The phrase 'this POS's records' is derogatory and could be seen as demeaning, especially when linked to the statement about never having another black president. This implies a racial undertone that could be interpreted as demeaning to individuals based on race. However, the post does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators. The racial implication is likely to lead to a moderate level of agreement that this constitutes hate speech, but not unanimously.","The post suggests that the actions of a black president (referred to derogatorily as 'POS') will prevent future black presidents, which implies a negative stereotype or generalization based on race. This can be seen as an assault on human dignity, as it degrades individuals based on race. The language used is derogatory, but it does not explicitly call for violence or use vulgar language. The racial undertone is likely to lead to a moderate level of agreement among annotators that this constitutes hate speech, but there may be some disagreement due to the lack of explicit calls for violence or vulgarity.",0.7
1444,1444,17849,"Unfortunately, the German woman and her family will likely still support mass immigration https://www.express.co.uk/news/world/937049/germany-news-Burgwedel-stabbing-syrian-asylum-seeker-refugee-migrant #ShakesHead #Unbelievable",0.0,1.0,0.6,0.4,"The post implies a negative sentiment towards mass immigration and links it to a specific incident involving a Syrian asylum seeker. The use of hashtags like #ShakesHead and #Unbelievable suggests disapproval and possibly a derogatory stance towards the German woman's support for immigration. This could be interpreted as an assault on human dignity, as it generalizes and potentially stigmatizes a group based on the actions of an individual. However, it does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators about whether it constitutes hate speech.","The post expresses a negative sentiment towards mass immigration, particularly in the context of a specific incident involving a Syrian asylum seeker. The language used, such as ""#ShakesHead"" and ""#Unbelievable,"" suggests disapproval and possibly a derogatory stance towards the German woman's support for immigration. This could be interpreted as an assault on human dignity, as it generalizes and potentially stigmatizes a group based on the actions of an individual. However, it does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators about whether it constitutes hate speech. Therefore, I predict a moderate level of disagreement, with approximately 60% of annotators classifying it as hate speech and 40% not classifying it as such.",0.6
1459,1459,17958,"WOW, perfection. And as an update to my previous post, seeing this I now for sure will be using this -- instead of just that single static image** showing #Wikipedia #Hypocrisy, I for sure want to re-tweet this VIDEO showing how #WhiteRights are the only 'flavor' of [ #TribePride #TribeLivesMatter #TribeRights #ItsOkToBeTribe ] that aren't allowed or don't matter on the dying blue bird. #Censo...",0.0,1.0,0.6,0.4,"The post discusses the perceived hypocrisy of Wikipedia and social media platforms in relation to 'White Rights' and uses hashtags that mimic those associated with racial justice movements. The use of terms like '#WhiteRights' and the implication that these rights are not allowed or don't matter could be interpreted as an assault on human dignity, as it suggests a narrative of victimhood for a group that is not typically marginalized. This could lead to disagreement among annotators, as some may see it as a legitimate critique of censorship, while others may view it as promoting a supremacist ideology. The language is not overtly vulgar or violent, but the context and implications could be seen as offensive or demeaning, leading to a moderate level of disagreement.","The post discusses the perceived hypocrisy of Wikipedia and social media platforms in relation to 'White Rights' and uses hashtags that mimic those associated with racial justice movements. The use of terms like '#WhiteRights' and the implication that these rights are not allowed or don't matter could be interpreted as an assault on human dignity, as it suggests a narrative of victimhood for a group that is not typically marginalized. This could lead to disagreement among annotators, as some may see it as a legitimate critique of censorship, while others may view it as promoting a supremacist ideology. The language is not overtly vulgar or violent, but the context and implications could be seen as offensive or demeaning, leading to a moderate level of disagreement.",0.6
1461,1461,17982,Why isn't this worthless prick in Jail yet???,0.0,1.0,0.6,0.4,"The post contains offensive language ('worthless prick') which could be seen as vulgarity and offensive language. However, it does not explicitly demean a group based on protected characteristics or call for violence. The ambiguity lies in the lack of context about who the post is directed at, which could influence whether it is seen as hate speech. This could lead to some disagreement among annotators.","The post uses offensive language ('worthless prick'), which may be considered vulgar and offensive. However, it does not clearly assault human dignity based on protected characteristics or call for violence. The lack of context about the target of the post could lead to varying interpretations, resulting in some disagreement among annotators.",0.6
1474,1474,18223,KEEP YOUR HATRED OFF THIS SITE FASCHIST TROLL KRUTON!,0.0,1.0,0.6,0.4,"The post contains offensive language directed at an individual, calling them a 'FASCHIST TROLL KRUTON.' This could be seen as an assault on human dignity, as it uses derogatory language to demean someone. However, it does not contain calls for violence or vulgarity beyond the name-calling. The term 'FASCHIST' could be interpreted as a serious accusation, leading to some annotators viewing it as hate speech. The disagreement may arise from the interpretation of the severity of the language used.","The post uses derogatory language, calling someone a 'FASCHIST TROLL KRUTON,' which could be interpreted as an assault on human dignity. However, it does not explicitly call for violence or use vulgar language beyond the name-calling. The term 'FASCHIST' is a strong accusation and could lead to some annotators viewing it as hate speech, while others may see it as merely offensive or trolling behavior. This results in a moderate level of disagreement among annotators.",0.6
1481,1481,18258,Tommy Robinson got banned from twatter for saying islam condones murder. But it’s okay for a muslim to say it.,0.0,1.0,0.6,0.4,"The post suggests a double standard in how speech is moderated on social media platforms, specifically targeting Muslims and Islam. It implies that Muslims are allowed to make statements about murder, while others are not, which could be interpreted as an assault on human dignity by suggesting that Islam inherently condones violence. This could be seen as demeaning to Muslims. The post does not explicitly call for violence, but it does contain offensive language by implying a negative stereotype about a religious group. The content is likely to lead to some disagreement among annotators, as interpretations may vary based on views about freedom of speech and the context of the statements made by the individuals involved.","The post suggests a double standard in how speech is moderated on social media platforms, specifically targeting Muslims and Islam. It implies that Muslims are allowed to make statements about murder, while others are not, which could be interpreted as an assault on human dignity by suggesting that Islam inherently condones violence. This could be seen as demeaning to Muslims. The post does not explicitly call for violence, but it does contain offensive language by implying a negative stereotype about a religious group. The content is likely to lead to some disagreement among annotators, as interpretations may vary based on views about freedom of speech and the context of the statements made by the individuals involved.",0.6
1499,1499,18432,"man, that guys head nearly exploded when you said holohoax wasn't real. see him shaking and teeth grinding lol. ",0.0,1.0,0.7,0.3,"The post refers to the Holocaust as a 'holohoax,' which is a term used by Holocaust deniers to suggest that the Holocaust did not happen. This is an assault on human dignity as it denies the historical suffering and genocide of millions of people. The post also mocks someone for their reaction to this denial, which could be seen as offensive. While it does not explicitly call for violence, the denial and mockery of a historical atrocity can be deeply hurtful and offensive, leading to a higher likelihood of being classified as hate speech by annotators. However, the lack of explicit calls for violence or use of vulgar language might lead some annotators to classify it as not hate speech, resulting in some disagreement.","The post uses the term 'holohoax,' which is a derogatory term used by Holocaust deniers to claim that the Holocaust did not happen. This is an assault on human dignity as it denies the historical suffering and genocide of millions of people. The post also mocks someone for their reaction to this denial, which could be seen as offensive. While it does not explicitly call for violence, the denial and mockery of a historical atrocity can be deeply hurtful and offensive, leading to a higher likelihood of being classified as hate speech by annotators. However, the lack of explicit calls for violence or use of vulgar language might lead some annotators to classify it as not hate speech, resulting in some disagreement.",0.7
1521,1521,18652,"Since we're told not to speak ill of the dead, I'll just put one positive thing about McCain out there. HE'S DEAD!",0.0,1.0,0.6,0.4,"The post expresses a negative sentiment towards a deceased individual, John McCain, by sarcastically stating a 'positive' aspect of his death. While it does not directly assault human dignity based on protected characteristics, it does show a lack of respect for the deceased, which some may find offensive. The post does not contain calls for violence or vulgar language, but the disrespectful tone could lead to disagreement among annotators about whether it constitutes hate speech. The ambiguity in interpreting the severity of the disrespect may result in moderate disagreement.","The post expresses a negative sentiment towards a deceased individual, John McCain, by sarcastically stating a 'positive' aspect of his death. While it does not directly assault human dignity based on protected characteristics, it does show a lack of respect for the deceased, which some may find offensive. The post does not contain calls for violence or vulgar language, but the disrespectful tone could lead to disagreement among annotators about whether it constitutes hate speech. The ambiguity in interpreting the severity of the disrespect may result in moderate disagreement.",0.6
1559,1559,19029,Hey @Mr_Bond mind if I mirror Supa Nazi on my Pewtube? ,0.0,1.0,0.7,0.3,"The post references 'Supa Nazi,' which could be interpreted as promoting or endorsing Nazi ideology, a form of hate speech that assaults human dignity based on race and ethnicity. The use of 'Pewtube' suggests a platform for sharing content, potentially spreading such ideology. The ambiguity lies in whether the user is genuinely endorsing this content or merely referencing it. However, the association with Nazi terminology is likely to lead to a higher percentage of annotators classifying it as hate speech.","The post contains a reference to 'Supa Nazi,' which is likely to be interpreted as promoting or endorsing Nazi ideology. This falls under the category of assaults on human dignity, as Nazi ideology is inherently based on racial and ethnic superiority and discrimination. The mention of 'Pewtube' suggests an intention to share or distribute this content, which could further propagate hate speech. While the post does not explicitly call for violence or use vulgar language, the association with Nazi terminology is significant enough to cause concern. Given the potential for different interpretations (e.g., satire vs. genuine endorsement), there may be some disagreement among annotators, but the likelihood of it being classified as hate speech is relatively high.",0.7
1564,1564,19089,Has your kind paid up your kind OVER DRAFT WAR CRIMES REVENUE NATIONAL DEBT YET!? Can you comprehend law?,0.0,1.0,0.7,0.3,"The post uses the phrase 'your kind,' which can be interpreted as a derogatory reference to a particular group, potentially demeaning or degrading them based on race, ethnicity, or nationality. This aligns with the 'Assaults on Human Dignity' aspect of hate speech. The language is accusatory and confrontational, which may lead to a higher percentage of annotators viewing it as hate speech. However, the lack of explicit offensive language or direct calls for violence might lead some annotators to classify it as not hate speech, resulting in some disagreement.","The post uses the phrase 'your kind,' which can be interpreted as a derogatory reference to a particular group, potentially demeaning or degrading them based on race, ethnicity, or nationality. This aligns with the 'Assaults on Human Dignity' aspect of hate speech. The language is accusatory and confrontational, which may lead to a higher percentage of annotators viewing it as hate speech. However, the lack of explicit offensive language or direct calls for violence might lead some annotators to classify it as not hate speech, resulting in some disagreement.",0.7
1576,1576,19191,https://www.youtube.com/watch?v=5nlkAA5wp38&feature=youtu.be #auspol #AusFam @ANV @mark_luke‍ Exposing Jewish Terrorist #Mossad attack on Australian soil with links to pedophiles @TwoDadsAndMe who fabricated the #IllRideWithYou hashtag even #Obama Jumped on. This is big guys!!!!!! #MAGA #pizzagate #pedogate #pizzagayte! LIVE IN 10,0.0,1.0,0.7,0.3,"The post contains several elements that could be interpreted as hate speech. It mentions 'Jewish Terrorist #Mossad,' which could be seen as an assault on human dignity by targeting a specific religious group with accusations of terrorism. The use of hashtags like #pizzagate and #pedogate, which are associated with conspiracy theories, adds to the inflammatory nature of the post. The language used is provocative and could be seen as inciting fear or hatred against certain groups. However, the post does not explicitly call for violence, and the offensive language is more implicit than explicit. Given these factors, there is likely to be some disagreement among annotators, but a majority may classify it as hate speech due to the targeting of a specific group and the use of conspiracy-laden language.","The post makes several inflammatory claims, particularly targeting Jewish people by associating them with terrorism and pedophilia. This could be seen as an assault on human dignity, as it degrades a religious group with serious accusations. The use of conspiracy theory hashtags like #pizzagate and #pedogate further adds to the post's potential to be classified as hate speech. While there is no direct call for violence, the language is provocative and could incite fear or hatred. The post's content is likely to lead to some disagreement among annotators, but a significant portion may view it as hate speech due to its targeting of a specific group and the use of conspiracy theories. Therefore, the predicted percentages are [0.7, 0.3].",0.7
1587,1587,19233,"This is scary. This isn't some rando on twitter, these are the famous ones that can make it happen. Combine that with ANTIFA releasing a list of ICE Agents, it's about to get bloody. Expect school shootings.",0.0,1.0,0.7,0.3,"The post suggests a potential for violence by mentioning ANTIFA releasing a list of ICE Agents and predicting that 'it's about to get bloody' and 'expect school shootings.' This could be interpreted as a call for violence or an incitement to violence, which is a key aspect of hate speech. However, the post does not directly call for violence or use vulgar or offensive language, which might lead to some disagreement among annotators. The context of ANTIFA and ICE is politically charged, which could also influence interpretations. Therefore, there is likely to be some disagreement, but a majority might still classify it as hate speech due to the implications of violence.","The post implies a potential for violence by mentioning ANTIFA releasing a list of ICE Agents and predicting that 'it's about to get bloody' and 'expect school shootings.' This could be interpreted as a call for violence or an incitement to violence, which is a key aspect of hate speech. However, the post does not directly call for violence or use vulgar or offensive language, which might lead to some disagreement among annotators. The context of ANTIFA and ICE is politically charged, which could also influence interpretations. Therefore, there is likely to be some disagreement, but a majority might still classify it as hate speech due to the implications of violence.",0.7
