,Unnamed: 0,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
1261,1261,15567,FBI no subpoena power [no GJ] to demand. Justice K NEVER named / asked during Polygraph.  Something did happen to Dr. Ford in her past. Use of that 'something' to 'frame' Justice K. Dr. Ford's family has strong ties to SWAMP. FBI has expanded investigation into other suspicious acts w/ support of ABC agency as AUTH BY POTUS. [RR] involved? Q,0.0,1.0,0.4,0.6,"The post discusses a controversial political topic involving Dr. Ford and Justice Kavanaugh, suggesting a conspiracy or framing. It does not directly assault human dignity, call for violence, or use vulgar language. However, it implies a conspiracy theory which could be seen as offensive or harmful to those involved. The ambiguity and lack of direct hate speech elements suggest a moderate level of disagreement among annotators.","The post discusses a political controversy involving Dr. Ford and Justice Kavanaugh, suggesting a conspiracy or framing. It does not directly assault human dignity, call for violence, or use vulgar language. However, it implies a conspiracy theory which could be seen as offensive or harmful to those involved. The ambiguity and lack of direct hate speech elements suggest a moderate level of disagreement among annotators.",0.4
1270,1270,15683,Monkey Shines - the remake.,0.0,1.0,0.4,0.6,"The post 'Monkey Shines - the remake' is ambiguous and lacks context, making it difficult to definitively categorize as hate speech. The phrase 'Monkey Shines' could potentially be interpreted as a racial slur, depending on the context and intent, which is not provided here. Without additional context, it is unclear whether this is a reference to a film, a derogatory comment, or something else entirely. This ambiguity is likely to lead to high disagreement among annotators, with some perceiving it as potentially offensive or demeaning, while others may not see it as hate speech at all.","The post 'Monkey Shines - the remake' is ambiguous and lacks context, making it difficult to definitively categorize as hate speech. The phrase 'Monkey Shines' could potentially be interpreted as a racial slur, depending on the context and intent, which is not provided here. Without additional context, it is unclear whether this is a reference to a film, a derogatory comment, or something else entirely. This ambiguity is likely to lead to high disagreement among annotators, with some perceiving it as potentially offensive or demeaning, while others may not see it as hate speech at all.",0.4
1289,1289,15952,"Pope of California, Gov. Jerry Brown, Jesuit trained wouldbe priest, sets 8-year record of 1,018 pardons for really bad guys, including many violent criminal aliens to save them from deportation.  Gag! #Gab #GabFam #SpeakFreely #Chat #Americans",0.0,1.0,0.4,0.6,"The post criticizes Governor Jerry Brown for pardoning individuals, including 'violent criminal aliens,' which could be interpreted as an assault on human dignity by implying that certain groups (in this case, 'criminal aliens') are inherently bad. The use of 'Gag!' suggests a strong negative reaction, but it does not explicitly call for violence or use vulgar language. The post may be seen as politically charged rather than hate speech, leading to potential disagreement among annotators.","The post criticizes Governor Jerry Brown for pardoning individuals, including 'violent criminal aliens,' which could be interpreted as an assault on human dignity by implying that certain groups (in this case, 'criminal aliens') are inherently bad. The use of 'Gag!' suggests a strong negative reaction, but it does not explicitly call for violence or use vulgar language. The post may be seen as politically charged rather than hate speech, leading to potential disagreement among annotators.",0.4
1291,1291,15954,"Finally!  John Goodman defended Roseanne, 'She's not a racist.' Guessing he's trying to shmooze a new audience, otherwise, where the hell was he when she was dumped and the cast of progressive rat bastards turned on her?! Trump-Nation goal:  Kill ratings.  Kill new show.  Finger cast! #Gab #GabFam #SpeakFreely #Cast #Americans}",0.0,1.0,0.4,0.6,"The post contains elements that could be interpreted as offensive or derogatory, particularly in the use of the term 'progressive rat bastards,' which could be seen as demeaning to individuals with progressive political views. However, it does not explicitly call for violence or use vulgar language directed at a protected group. The post's focus on media and entertainment industry dynamics, along with its political undertones, may lead to varied interpretations regarding whether it constitutes hate speech. This results in a moderate level of disagreement among annotators.","Finally!  John Goodman defended Roseanne, 'She's not a racist.' Guessing he's trying to shmooze a new audience, otherwise, where the hell was he when she was dumped and the cast of progressive rat bastards turned on her?! Trump-Nation goal:  Kill ratings.  Kill new show.  Finger cast! #Gab #GabFam #SpeakFreely #Cast #Americans",0.4
1295,1295,16043,"How to #RedPill normies and #MAGA? Use good fiction that draws on and points to fact. #QAnon comic coming, by the guy who created Bane (Dark Knight Returns)! Bonus: movie producer interested.Project is a go already. See for yourselves.https://www.indiegogo.com/projects/alt-hero-q#/",0.0,1.0,0.4,0.6,"The post references '#RedPill' and '#QAnon', which are associated with conspiracy theories and far-right movements. However, the post itself does not explicitly demean or degrade individuals or groups, nor does it call for violence. It does not contain vulgar or offensive language. The ambiguity arises from the context and associations with '#QAnon', which some may interpret as promoting harmful ideologies, while others may see it as harmless promotion of a comic. This could lead to a moderate level of disagreement among annotators.","The post mentions '#RedPill' and '#QAnon', which are terms associated with conspiracy theories and far-right ideologies. However, the content of the post itself is focused on promoting a comic and does not explicitly contain hate speech elements such as assaults on human dignity, calls for violence, or vulgar language. The potential for disagreement arises from the context and associations with '#QAnon', which some may interpret as promoting harmful ideologies, while others may see it as harmless promotion of a comic. This could lead to a moderate level of disagreement among annotators.",0.4
1312,1312,16283,@occdissent @genophilia  ,0.0,1.0,0.4,0.6,"The post consists of two Twitter handles, '@occdissent' and '@genophilia', without any additional context or content. The lack of explicit content makes it difficult to assess whether the post contains hate speech. However, the handles themselves could be associated with controversial or extremist views, which might lead some annotators to interpret the post as hate speech. This ambiguity could result in a moderate level of disagreement among annotators, as the post does not provide clear evidence of hate speech but could be interpreted differently based on the associations of the handles.","The post contains only two Twitter handles, '@occdissent' and '@genophilia', without any additional context or content. Without explicit content, it's challenging to determine if the post constitutes hate speech. However, the handles themselves might be associated with controversial or extremist views, which could lead some annotators to classify the post as hate speech. This ambiguity could result in a moderate level of disagreement among annotators, as the post does not provide clear evidence of hate speech but could be interpreted differently based on the associations of the handles.",0.4
1315,1315,16308,"Need a pithy neologism for that. ""Spergpost"", maybe",0.0,1.0,0.4,0.6,"The term 'sperg' is a derogatory slang derived from 'Asperger's syndrome', often used to insult or demean individuals by implying they are socially awkward or obsessive. This can be seen as an assault on human dignity, particularly towards individuals with autism spectrum disorders. However, the post itself is not explicitly hateful or violent, and the context is somewhat ambiguous, leading to potential disagreement among annotators.","The post uses the term 'sperg', which is a derogatory term derived from 'Asperger's syndrome'. This term is often used to insult or demean individuals by implying they are socially awkward or obsessive. This can be considered an assault on human dignity, particularly towards individuals with autism spectrum disorders. However, the post itself is not explicitly hateful or violent, and the context is somewhat ambiguous, which may lead to disagreement among annotators. Therefore, I predict a moderate level of disagreement with percentages of [0.4, 0.6] for hate speech vs. not hate speech.",0.4
1324,1324,16457,The Truth About Why Tommy Robinson Was Jailed ,0.0,1.0,0.4,0.6,"The post title 'The Truth About Why Tommy Robinson Was Jailed' does not explicitly contain hate speech elements such as assaults on human dignity, calls for violence, or vulgarity. However, Tommy Robinson is a controversial figure often associated with far-right views and anti-Islam rhetoric. Posts about him can be polarizing and may lead to disagreement among annotators based on their views of his actions and the context of his jailing. This could result in a moderate level of disagreement, with some annotators potentially viewing the post as indirectly promoting hate speech due to its association with Robinson, while others may see it as a neutral statement of fact.","The post 'The Truth About Why Tommy Robinson Was Jailed' is likely to have a moderate level of disagreement among annotators. While the post itself does not contain explicit hate speech, the subject of Tommy Robinson is contentious. Robinson is known for his far-right activism and anti-Islam stance, which can polarize opinions. Some annotators might interpret the post as indirectly supporting or promoting hate speech due to its association with Robinson, while others may view it as a neutral or factual statement. Therefore, the predicted percentages of annotators classifying the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1325,1325,16510,"Yep, you're a mindless leftist. The telltale sign is the spewing of hatred and wishing harm when you lose the argument. You can't think and when you're put in a position where you have to back your baseless position with a reasoned argument and facts your mind uncoils like a spring. There are two characteristics associated with leftists, the inability to think and hatred. You demonstrated both.",1.0,0.0,0.6,0.4,"The post contains derogatory language towards a group identified as 'leftists,' accusing them of being 'mindless' and incapable of reasoning. It also attributes negative characteristics such as 'hatred' and 'inability to think' to this group. While it does not explicitly call for violence, it does demean a group based on their political beliefs, which can be seen as an assault on human dignity. The language used is offensive and could be interpreted as hate speech by some annotators, leading to a moderate level of disagreement.","The post contains derogatory language towards a group identified as 'leftists,' accusing them of being 'mindless' and incapable of reasoning. It also attributes negative characteristics such as 'hatred' and 'inability to think' to this group. While it does not explicitly call for violence, it does demean a group based on their political beliefs, which can be seen as an assault on human dignity. The language used is offensive and could be interpreted as hate speech by some annotators, leading to a moderate level of disagreement.",0.4
1335,1335,16611,Now just who controls the IMF? https://www.amren.com/news/2018/08/imf-backs-south...,0.0,1.0,0.4,0.6,"The post poses a question about who controls the IMF, which could be interpreted as a neutral inquiry. However, the link to American Renaissance, a site known for promoting white nationalist views, suggests that the question may be loaded with implications about global control by certain groups, potentially hinting at anti-Semitic or conspiratorial undertones. This context could lead to disagreement among annotators, with some perceiving it as hate speech due to implied assaults on human dignity or conspiratorial language, while others may see it as a benign question.","The post asks a question about the control of the IMF, which on its own is not explicitly hate speech. However, the context provided by the link to American Renaissance, a site associated with white nationalist content, may suggest underlying conspiratorial or anti-Semitic themes. This could lead to a moderate level of disagreement among annotators, as some may interpret it as hate speech due to implied negative stereotypes or conspiracies about certain groups, while others may not see it as hate speech if they focus solely on the question itself without considering the source or potential implications.",0.4
1336,1336,16614,The inevitable decline of our US fighting force once they embraced PC culture. https://voxday.blogspot.com/2018/08/and-so-it-begi...,0.0,1.0,0.4,0.6,"The post suggests a decline in the US fighting force due to embracing 'PC culture,' which could be interpreted as a critique of inclusivity or diversity efforts. This may be seen as an assault on human dignity by implying that such efforts weaken the military. However, the language is not overtly offensive or vulgar, and there is no call for violence. The post's interpretation may vary based on individual views on political correctness, leading to moderate disagreement among annotators.","The post critiques the impact of 'PC culture' on the US military, which could be seen as an indirect assault on human dignity by suggesting that inclusivity or diversity efforts weaken the military. However, it does not contain vulgar language or explicit calls for violence. The interpretation of this post may vary, as some may view it as a legitimate critique while others may see it as undermining efforts to promote equality. This results in moderate disagreement among annotators.",0.4
1338,1338,16622,Here's a instruction manual on how to fix your self from what alias you and us in society ( which is you )...just one application will fix it for all of us ...even you ,0.0,1.0,0.3,0.7,"The post is somewhat ambiguous and lacks clear context, making it difficult to definitively categorize as hate speech. It does not explicitly demean or degrade any group, nor does it call for violence. The language is not overtly vulgar or offensive, but the phrasing 'fix yourself' could be interpreted as derogatory depending on the context or target audience. This ambiguity may lead to some disagreement among annotators, but it is likely that a majority would not classify it as hate speech.","The post is somewhat ambiguous and lacks clear context, making it difficult to definitively categorize as hate speech. It does not explicitly demean or degrade any group, nor does it call for violence. The language is not overtly vulgar or offensive, but the phrasing 'fix yourself' could be interpreted as derogatory depending on the context or target audience. This ambiguity may lead to some disagreement among annotators, but it is likely that a majority would not classify it as hate speech.",0.3
1348,1348,16748,"I Just read a Story that said "" FOX News Confirmed that the FBI Was on their way to the clitons house When the Fire Broke Out, SO Someone LEAKED Out to the clitons that the FBI Were on their Way. OW, FBI Is FULL of M.F.'S ho have SOLD OUT America !!! ",0.0,1.0,0.4,0.6,"The post contains offensive language, specifically the use of 'M.F.'s' which is a vulgar term. However, it does not directly assault human dignity based on protected characteristics nor does it call for violence. The post seems to express a conspiracy theory about the FBI and the Clintons, which may be interpreted as politically charged but not necessarily hate speech. The ambiguity lies in the interpretation of the intent behind the language used, which could lead to some disagreement among annotators.","The post uses offensive language ('M.F.'s') and suggests a conspiracy involving the FBI and the Clintons. While it is politically charged, it does not explicitly demean individuals based on protected characteristics or incite violence. The vulgarity might lead some annotators to classify it as hate speech, but the lack of direct attacks on human dignity or calls for violence suggests a lower percentage of hate speech classification. Therefore, there is likely some disagreement among annotators, but not extremely high.",0.4
1354,1354,16843,"I really enjoy the creativity of your posts!  But damn, they are starting to look like a Rothschild costume party.",0.0,1.0,0.4,0.6,"The post contains a compliment about creativity, but it also includes a reference to the 'Rothschild costume party,' which could be interpreted as a stereotype or conspiracy theory related to the Rothschild family, often associated with anti-Semitic tropes. This reference may lead to some annotators perceiving it as an assault on human dignity, while others may see it as a harmless or humorous comment. The ambiguity in the intent and the potential for cultural or historical sensitivity suggests a moderate level of disagreement among annotators.","The post contains a compliment about creativity, but it also includes a reference to the 'Rothschild costume party,' which could be interpreted as a stereotype or conspiracy theory related to the Rothschild family, often associated with anti-Semitic tropes. This reference may lead to some annotators perceiving it as an assault on human dignity, while others may see it as a harmless or humorous comment. The ambiguity in the intent and the potential for cultural or historical sensitivity suggests a moderate level of disagreement among annotators.",0.4
1356,1356,16853,They'll have to come get mine if there is any more INFRINGEMENT!!!!!!!!!!,0.0,1.0,0.4,0.6,"The post contains a vague threat of resistance against perceived infringement, which could be interpreted as a call for violence or defiance. However, it lacks specific details or direct incitement to violence, making it ambiguous. The use of capital letters and exclamation marks suggests strong emotion, but without clear context, it may not be universally seen as hate speech. This ambiguity could lead to a moderate level of disagreement among annotators.","The post ""They'll have to come get mine if there is any more INFRINGEMENT!!!!!!!!!!"" suggests a strong stance against perceived infringement, possibly related to gun rights or personal freedoms. The phrase ""come get mine"" can imply a willingness to resist or defend, potentially through force, but it does not explicitly call for violence. The lack of specific targets or groups and the absence of vulgar or offensive language make it less clear-cut as hate speech. Given these factors, there is likely to be some disagreement among annotators, with a moderate percentage classifying it as hate speech due to the implied threat, while others may see it as a strong expression of personal rights without crossing into hate speech territory.",0.4
1367,1367,16972,What have Jews done to you?,0.0,1.0,0.4,0.6,"The post 'What have Jews done to you?' can be interpreted in multiple ways. It could be seen as a neutral question, but given the historical context of anti-Semitic rhetoric, it may also be perceived as an insinuation that Jews have done something negative, which could be seen as an assault on human dignity. The ambiguity of the post and its potential to be interpreted as either a neutral inquiry or a veiled anti-Semitic statement suggests a moderate level of disagreement among annotators.","The post 'What have Jews done to you?' is ambiguous in nature. It could be interpreted as a genuine question or as a rhetorical question implying wrongdoing by Jews, which could be seen as an assault on human dignity. The lack of explicit offensive language or calls for violence suggests that not all annotators would classify it as hate speech, leading to a moderate level of disagreement. Therefore, the predicted percentages of annotators classifying the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1409,1409,17420,"Q predicted in April  FED RES BNK would be a #1 target of his multilateral multi front w ar on the global D S & accomplices  Q  IS proven right again  I also stated Q confirms UK worked with O to sabotage 2016 election   Q Anon EU Conceded 0 Tariffs, UK D S & Steele, RR, JFK Jr., FRB Reformed = Dominos Fall, R Is C down' ",0.0,1.0,0.4,0.6,"The post contains references to conspiracy theories, particularly those associated with QAnon, which may be interpreted as promoting harmful or misleading narratives. However, it does not explicitly contain assaults on human dignity, calls for violence, or vulgarity. The language is cryptic and may be interpreted differently by annotators, leading to some disagreement. The post's content is more likely to be seen as not hate speech by a majority, but a significant minority may view it as promoting harmful ideologies.","The post references QAnon conspiracy theories, which are often associated with harmful or misleading narratives. However, it does not explicitly contain assaults on human dignity, calls for violence, or vulgarity and offensive language. The language is cryptic and may be interpreted differently by annotators, leading to some disagreement. The post's content is more likely to be seen as not hate speech by a majority, but a significant minority may view it as promoting harmful ideologies.",0.4
1415,1415,17461,CNN’s Chris Cuomo Goes Full Antifa http://theothermccain.com/2018/08/15/cnn-chris-cuo...,0.0,1.0,0.4,0.6,"The post title suggests a negative portrayal of CNN's Chris Cuomo by associating him with Antifa, a controversial group. This could be seen as an assault on human dignity by implying a negative association. However, the post does not explicitly call for violence or use vulgar language. The ambiguity lies in the interpretation of 'Goes Full Antifa,' which could be seen as either a factual statement or a derogatory implication, leading to potential disagreement among annotators.","The post title 'CNN’s Chris Cuomo Goes Full Antifa' implies a negative association with Antifa, which is often viewed controversially. This could be interpreted as an assault on human dignity by suggesting a negative characterization of Chris Cuomo. However, the post does not explicitly call for violence or use vulgar language. The phrase 'Goes Full Antifa' is ambiguous and could be interpreted differently depending on one's perspective on Antifa and Chris Cuomo, leading to potential disagreement among annotators. Therefore, the prediction is that there would be moderate disagreement, with approximately 40% classifying it as hate speech and 60% not classifying it as such.",0.4
1419,1419,17490,Check out the hot #DemocratOnDemocrat racism!,0.0,1.0,0.4,0.6,"The post uses the phrase 'DemocratOnDemocrat racism,' which suggests an accusation of racism within a political group. However, it does not provide specific details or context about the nature of the racism or who is involved. The use of the term 'racism' could be seen as an assault on human dignity, but without further context, it is ambiguous. The post does not contain calls for violence or vulgar language. The ambiguity and lack of context may lead to high disagreement among annotators about whether it constitutes hate speech.","The post mentions 'DemocratOnDemocrat racism,' which implies an accusation of racism within a political group. However, it lacks specific details or context about the nature of the racism or who is involved. The use of the term 'racism' could be interpreted as an assault on human dignity, but without further context, it remains ambiguous. The post does not contain calls for violence or vulgar language. Due to the ambiguity and lack of context, there may be high disagreement among annotators about whether it constitutes hate speech.",0.4
1436,1436,17716,Exactly why I will never fly again. I frickin walk before I let some pig touch me,0.0,1.0,0.4,0.6,"The post expresses a strong personal opinion against being touched by security personnel at airports, using the term 'pig' which is a derogatory term for police or security officers. This could be seen as offensive language, but it does not directly assault human dignity based on protected characteristics, nor does it call for violence. The use of 'pig' might lead to some annotators viewing it as hate speech due to its offensive nature, while others may see it as a personal expression of frustration. This could lead to moderate disagreement among annotators.","The post uses derogatory language ('pig') to express frustration with airport security procedures. While it contains offensive language, it does not target a specific group based on protected characteristics, nor does it incite violence. The term 'pig' is commonly used as a slur against police or security personnel, which may lead to some annotators considering it hate speech due to its offensive nature. However, the post is more about personal frustration rather than a broader attack on a group, leading to potential disagreement among annotators. Therefore, the predicted percentages are [0.4, 0.6].",0.4
1446,1446,17873,"If you are looking for a White Pill in regards to the good things happening within the Nationalist Community, give this article by @WhiteArtCollective a read!",0.0,1.0,0.3,0.7,"The post promotes an article related to the 'Nationalist Community,' which can be associated with white nationalism or similar ideologies. However, the post itself does not contain explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgar language. The term 'White Pill' is often used in online communities to signify positive news or hope, which may not inherently be hate speech. The ambiguity lies in the interpretation of 'Nationalist Community,' which could lead to some annotators perceiving it as hate speech due to potential associations with extremist ideologies, while others may not see it as such. This results in moderate disagreement among annotators.","The post mentions the 'Nationalist Community' and uses the term 'White Pill,' which could be interpreted in various ways depending on the reader's perspective. The post does not explicitly demean or degrade any group, nor does it call for violence or use offensive language. However, the context of promoting a nationalist community could be seen as problematic by some, leading to a moderate level of disagreement among annotators. Therefore, the predicted percentages are [0.3, 0.7], with 30% classifying it as hate speech and 70% not classifying it as such.",0.3
1447,1447,17879,Stefan Molyneux said a while back that the best possible scenario for the improvement of gender relations is a massive civil war/economic collapse/catastophe. Make women realize how full of shit they are and how helpless they are without Men/The State to save them. Then they'll come running back with their tail between their legs begging to return to patriarchy and traditional gender norms. U...,1.0,0.0,0.7,0.3,"The post suggests that women are 'full of shit' and 'helpless' without men or the state, which can be seen as demeaning to women, thus assaulting human dignity. It also implies that a catastrophic event would be beneficial to force women back into traditional gender roles, which could be interpreted as a call for violence or societal collapse to achieve this goal. The language used is derogatory and offensive, contributing to the perception of hate speech. Given these elements, there is likely to be some disagreement among annotators, but a significant portion may classify it as hate speech due to its demeaning and potentially inciting nature.","The post contains elements that can be interpreted as hate speech, particularly in its demeaning portrayal of women and the suggestion that a catastrophic event would be beneficial to force women back into traditional gender roles. This can be seen as an assault on human dignity and potentially a call for violence or societal collapse. The language used is derogatory and offensive, which contributes to the perception of hate speech. While there may be some disagreement among annotators, a significant portion is likely to classify it as hate speech due to these factors.",0.3
1454,1454,17944,So what are illegal settlements then? https://interactive.aljazeera.com/aje/2017/50-years-illegal-settlements/index.html Is this article all fabrication?  There are zero jews in muslim areas huh?,0.0,1.0,0.4,0.6,"The post questions the legitimacy of illegal settlements and references an article, which could be interpreted as a critique of Israeli policies. The mention of 'zero Jews in Muslim areas' could be seen as a provocative statement, potentially leading to interpretations of anti-Semitism or bias against Muslims. However, the post does not explicitly demean or degrade individuals or groups, nor does it call for violence. The language is not overtly vulgar or offensive, but the context and implications could lead to varied interpretations, resulting in moderate disagreement among annotators.","The post raises questions about illegal settlements and references an article, which could be seen as a critique of Israeli policies. The mention of 'zero Jews in Muslim areas' could be interpreted as a provocative statement, potentially leading to interpretations of anti-Semitism or bias against Muslims. However, the post does not explicitly demean or degrade individuals or groups, nor does it call for violence. The language is not overtly vulgar or offensive, but the context and implications could lead to varied interpretations, resulting in moderate disagreement among annotators.",0.4
1458,1458,17957,"Found this separately @  https://twitter.com/onwardfam/status/1034521140872... as retweeted by https://twitter.com/Israel_Owns_USA ' 7,061 pages of post war memoirs [1948-1959] by Ike, Churchill & De Gaulle…not one word about “Nazi Gas Chambers”  '",0.0,1.0,0.4,0.6,"The post references a tweet that suggests a conspiracy theory regarding the Holocaust, specifically the absence of mentions of 'Nazi Gas Chambers' in post-war memoirs by prominent leaders. This can be interpreted as Holocaust denial, which is a form of hate speech as it assaults the dignity of Holocaust victims and survivors. However, the post itself does not explicitly deny the Holocaust but rather points to a perceived omission, which may lead to varying interpretations. Some annotators may see it as a subtle form of denial, while others may view it as a historical observation, leading to moderate disagreement.","The post references a tweet that suggests a conspiracy theory regarding the Holocaust, specifically the absence of mentions of 'Nazi Gas Chambers' in post-war memoirs by prominent leaders. This can be interpreted as Holocaust denial, which is a form of hate speech as it assaults the dignity of Holocaust victims and survivors. However, the post itself does not explicitly deny the Holocaust but rather points to a perceived omission, which may lead to varying interpretations. Some annotators may see it as a subtle form of denial, while others may view it as a historical observation, leading to moderate disagreement.",0.4
1467,1467,18115,"Or at least, it's an it.",0.0,1.0,0.4,0.6,"The post 'Or at least, it's an it.' is ambiguous and lacks context, making it difficult to determine if it constitutes hate speech. The phrase could potentially be interpreted as dehumanizing or degrading if it refers to a person or group, but without additional context, it is not clear. This ambiguity is likely to lead to high disagreement among annotators, as interpretations may vary widely based on assumptions about the subject of the post.","The post 'Or at least, it's an it.' is ambiguous and lacks context, making it difficult to determine if it constitutes hate speech. The phrase could potentially be interpreted as dehumanizing or degrading if it refers to a person or group, but without additional context, it is not clear. This ambiguity is likely to lead to high disagreement among annotators, as interpretations may vary widely based on assumptions about the subject of the post. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1509,1509,18530,build the wall.,0.0,1.0,0.4,0.6,"The phrase 'build the wall' is often associated with political discourse around immigration and border security, particularly in the United States. While it may not directly contain hate speech, it can be interpreted as a call for exclusion or discrimination against certain groups, particularly immigrants. This can lead to a moderate level of disagreement among annotators, as some may view it as a political statement rather than hate speech, while others may see it as demeaning or degrading to certain groups.","The post 'build the wall' is a succinct statement that has become a politically charged slogan. It is associated with the idea of constructing a physical barrier along the U.S.-Mexico border to prevent illegal immigration. The phrase itself does not contain vulgarity or explicit calls for violence, but it can be seen as an assault on human dignity by those who interpret it as targeting immigrants or specific ethnic groups. The level of disagreement among annotators is likely to be moderate, as interpretations can vary based on political beliefs and views on immigration. Therefore, the predicted percentages of annotators classifying the post as hate speech versus not hate speech are [0.4, 0.6].",0.4
1523,1523,18665,"Not that anybody asked for it but, Fuck The Alt-Right Fuck ANTIFA Fuck all extremes  Pray for Freedom",0.0,1.0,0.4,0.6,"The post uses vulgar language ('Fuck') directed at both the Alt-Right and ANTIFA, which could be seen as offensive. However, it does not specifically demean or degrade individuals or groups based on protected characteristics, nor does it call for violence. The post ends with a call to 'Pray for Freedom,' which suggests a non-violent stance. The use of offensive language might lead to some annotators classifying it as hate speech, but the overall message is against extremism and for freedom, which could lead to a higher percentage of annotators not classifying it as hate speech. This results in a moderate level of disagreement among annotators.","The post contains vulgar language directed at both the Alt-Right and ANTIFA, which could be considered offensive. However, it does not specifically demean or degrade individuals or groups based on protected characteristics, nor does it call for violence. The post ends with a call to 'Pray for Freedom,' which suggests a non-violent stance. The use of offensive language might lead to some annotators classifying it as hate speech, but the overall message is against extremism and for freedom, which could lead to a higher percentage of annotators not classifying it as hate speech. This results in a moderate level of disagreement among annotators.",0.4
1529,1529,18699,"They say it's bad to speak ill of the dead. So as far as McCain goes, I'll say the truth: warmonger. He'd wake up every night, shouting BOMB THEM! Never met a country that wouldn't look better with bombs falling on it. Lockheed paid tribute to him!",0.0,1.0,0.4,0.6,"The post criticizes a deceased public figure, John McCain, by labeling him a 'warmonger' and suggesting he was excessively in favor of military action. While the language is harsh and disrespectful, it does not directly assault human dignity based on protected characteristics, nor does it call for violence or use vulgar language. The post is likely to be interpreted as a strong political opinion rather than hate speech, leading to some disagreement among annotators.","The post criticizes John McCain, a deceased public figure, by calling him a 'warmonger' and suggesting he was excessively in favor of military action. The language used is harsh and disrespectful, but it does not directly assault human dignity based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. It also does not call for violence or use vulgar language. The post is likely to be interpreted as a strong political opinion rather than hate speech, which may lead to some disagreement among annotators. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1536,1536,18826,"Sadly...true. I think (((progressive))) momentum hasn't turned, but has stalled though. Have faith. (Can't say hope anymore, Obama ruined it for me)",0.0,1.0,0.4,0.6,"The post uses triple parentheses around the word 'progressive,' which is often used as an anti-Semitic dog whistle to imply Jewish influence or control. This could be seen as an assault on human dignity. However, the rest of the post does not contain explicit hate speech elements such as calls for violence or vulgar language. The ambiguity of the triple parentheses and the lack of overtly hateful language may lead to some disagreement among annotators, but the presence of the dog whistle suggests a moderate likelihood of being classified as hate speech.","The post uses the triple parentheses around the word 'progressive,' which is a known anti-Semitic dog whistle used to imply Jewish influence or control. This could be interpreted as an assault on human dignity, as it subtly targets a group based on ethnicity or religion. However, the rest of the post does not contain explicit hate speech elements such as calls for violence or vulgar language. The ambiguity of the triple parentheses and the lack of overtly hateful language may lead to some disagreement among annotators, but the presence of the dog whistle suggests a moderate likelihood of being classified as hate speech. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1542,1542,18881,"Andrew Torba brought up one of them talking about fighting at the Bull Statue in NYC on Wall St. ""Go Full Brevik"" or something like that was his name. I left a link to this post under Torba's asking people to read it. Of course before considering doing stupid shit in the street that makes us look bad. I'm proud that GABstapo is against that shit. Please take a few minutes and read. ",0.0,1.0,0.4,0.6,"The post references a potentially violent or extremist figure ('Go Full Brevik'), which could be interpreted as a call for violence or an endorsement of violent actions. However, the post also explicitly states opposition to such actions ('I'm proud that GABstapo is against that shit'), which suggests a disapproval of violence. This mixed message could lead to disagreement among annotators about whether the post constitutes hate speech. The mention of 'GABstapo' might also be seen as offensive or derogatory, adding to the complexity of interpretation.","The post references a potentially violent or extremist figure ('Go Full Brevik'), which could be interpreted as a call for violence or an endorsement of violent actions. However, the post also explicitly states opposition to such actions ('I'm proud that GABstapo is against that shit'), which suggests a disapproval of violence. This mixed message could lead to disagreement among annotators about whether the post constitutes hate speech. The mention of 'GABstapo' might also be seen as offensive or derogatory, adding to the complexity of interpretation. Therefore, there is likely to be moderate disagreement among annotators, with some viewing it as hate speech due to the reference to violence, while others may not due to the disapproval expressed.",0.4
1549,1549,18967,"The city of New York released thousands of documents from the 1989 Central Park rape case last week, provoking more weeping and gnashing of teeth over Donald Trump’s full-page ads in four New York newspapers taken out soon after that attack  http://humanevents.com/2018/07/26/central-park-rap...",0.0,1.0,0.4,0.6,"The post references a highly controversial historical event, the 1989 Central Park rape case, and mentions Donald Trump's involvement through his full-page ads. While the post itself does not directly contain hate speech, it touches on a sensitive topic that has racial and social justice implications. The mention of 'weeping and gnashing of teeth' could be interpreted as dismissive or mocking of the public's reaction, which might lead some annotators to view it as demeaning or degrading. However, the post does not explicitly call for violence or use vulgar language. Given the historical and racial context, there may be some disagreement among annotators about whether the post constitutes hate speech, leading to a moderate level of disagreement.","The post discusses the release of documents related to the 1989 Central Park rape case and mentions Donald Trump's ads at the time. The content does not explicitly demean or degrade individuals or groups, nor does it call for violence or use vulgar language. However, the historical context and the mention of Trump's ads, which were controversial and racially charged, may lead to differing interpretations. Some annotators might see the post as indirectly perpetuating racial tensions or dismissing the gravity of the case, while others may view it as a straightforward report on the release of documents. This could result in moderate disagreement among annotators.",0.4
