,ID,Text,Hate_pos,Hate_pos_LLM,Hate_neg_LLM,Opinions_LLM,Raw_output_LLM,Hate_diff
99,10501,#Chemnitz #Protests  And the people are sick of it. The unelected #EU must go!! https://www.youtube.com/watch?v=0NeKupUnOOw,0.2,0.1,0.9,"['The post expresses a political opinion against the EU, which is not hate speech.', ""The use of the phrase 'the people are sick of it' could be interpreted as a general expression of dissatisfaction, not necessarily hate speech."", 'There is no direct assault on human dignity, as the post does not target any specific group based on race, ethnicity, gender, religion, or sexual orientation.', 'The post does not contain any calls for violence or incitement to harm.', 'There is no vulgarity or offensive language present in the post.']","The post is likely to be classified as not hate speech by the majority of annotators, as it primarily expresses a political opinion without targeting specific groups or using offensive language. Therefore, I predict that 10% of annotators might classify it as hate speech due to potential misinterpretation of dissatisfaction as hostility, while 90% would classify it as not hate speech.",0.1
100,10502,The signs of big government #Socialism,0.0,0.05,0.95,"['The post is a political statement criticizing big government and socialism, which is not inherently hate speech.', 'The post does not target any specific group based on race, ethnicity, gender, religion, or other protected characteristics, so it does not assault human dignity.', 'There is no call for violence or incitement of physical harm against any individuals or groups.', 'The post does not contain vulgarity, slurs, or offensive language.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not exhibit characteristics of hate speech. It is a political opinion that does not target specific groups or use offensive language. Therefore, I predict that 5% of annotators might classify it as hate speech due to potential misinterpretation of political criticism as hate speech, while 95% would classify it as not hate speech.",0.05
101,10503,islamic liberation  #Feminism,0.0,0.1,0.9,"['The post may be seen as promoting a positive view of Islam in relation to feminism, which is not hate speech.', ""Some annotators might interpret the use of 'Islamic liberation' as a critique of feminism, potentially seeing it as a subtle form of hate speech against feminists."", 'The post does not contain any vulgarity, offensive language, or explicit calls for violence, which suggests it is not hate speech.', ""The hashtag '#Feminism' could be interpreted as supportive or critical, leading to different interpretations of the post's intent.""]","The post 'islamic liberation #Feminism' is likely to be interpreted in various ways by annotators. Some may see it as a positive statement about the intersection of Islam and feminism, while others might view it as a critique of feminism from an Islamic perspective. However, the post does not contain explicit hate speech elements such as vulgarity, offensive language, or calls for violence. Given these factors, it is likely that a small percentage of annotators (around 10%) might classify it as hate speech due to perceived subtle critique, while the majority (around 90%) would not classify it as hate speech.",0.1
102,10504,"Turning the frogs #Gay or children #Trans all part of the #Marxist #Communist take over, turn all white men into weak little twigs so they would have to become a bundle of faggots #Leftism #Agenda  at: 8:59 / 36:58  https://www.youtube.com/watch?v=RAacfrQc7sE",0.8,0.6,0.4,"[""The post uses offensive language, including a homophobic slur ('faggots'), which may be considered hate speech due to vulgarity and offensive language."", 'The post suggests a conspiracy theory involving Marxism and Communism, which may not directly constitute hate speech but could be seen as promoting harmful stereotypes.', 'The post implies that turning children transgender is part of a negative agenda, which could be seen as demeaning to transgender individuals and thus an assault on human dignity.', ""The post does not explicitly call for violence, so it may not be considered hate speech under the 'calls for violence' aspect."", 'Some annotators might view the post as a political opinion rather than hate speech, focusing on the ideological critique rather than the offensive language.']","The post contains offensive language and potentially demeaning content towards transgender individuals and the LGBTQ+ community. However, it does not explicitly call for violence. Annotators might be divided on whether the post constitutes hate speech, with some focusing on the offensive language and demeaning implications, while others might see it as a political opinion. Therefore, there might be moderate disagreement among annotators, with approximately 60% classifying it as hate speech and 40% not classifying it as such.",0.20000000000000007
103,10505,Our #Education system must be cleaned up,0.2,0.0,1.0,"['The post is a general statement about improving the education system and does not target any specific group, so it is not hate speech.', ""The post uses the phrase 'cleaned up,' which could be interpreted as a call for reform rather than a call for violence or hate speech."", 'There is no use of vulgarity, offensive language, or slurs in the post, indicating it is not hate speech.', 'The post does not demean or degrade any individuals or groups based on protected characteristics, so it is not hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators due to its neutral language and lack of targeted attacks or offensive content. Therefore, I predict that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.2
104,10508,no problem in islam #ChildMarriage  https://www.youtube.com/watch?v=KldFGgUTqKA,0.2,0.6,0.4,"['The post may be seen as an assault on human dignity as it appears to endorse or trivialize child marriage, which is a sensitive and controversial issue, particularly when associated with a specific religion.', 'Some annotators might view the post as not directly calling for violence, as it does not explicitly incite or encourage physical harm or violence against individuals or groups.', 'The use of the hashtag #ChildMarriage could be interpreted as offensive or vulgar by some, as it may seem to normalize or make light of a practice that is widely condemned and considered harmful.', 'Others might argue that the post is not hate speech because it does not contain explicit slurs or profanity, and the link to a video might provide additional context that could alter the interpretation.', 'The post could be seen as context-sensitive, as understanding the intent behind the hashtag and the linked video is crucial to determining whether it constitutes hate speech.']","The post ""no problem in islam #ChildMarriage https://www.youtube.com/watch?v=KldFGgUTqKA"" is likely to generate mixed opinions among annotators. Some may view it as an endorsement of a controversial practice, potentially degrading to certain groups, while others may see it as lacking explicit hate speech elements. Given the ambiguity and potential for different interpretations, there is likely to be a moderate level of disagreement among annotators. I estimate that approximately 60% of annotators might classify it as hate speech due to the sensitive nature of the topic and its association with a specific religion, while 40% might not classify it as hate speech, possibly considering the lack of explicit calls for violence or vulgar language.",0.39999999999999997
105,10509,"We pay TAX over #TAX over TAX we are not only being robbed, we are being robbed multiple times over and over again...  #communism #socialism #government  #finance  #theft  #unBEARables",0.2,0.1,0.9,"['The post expresses frustration with taxation and government policies, which is a common political opinion and not inherently hate speech.', 'The use of hashtags like #communism and #socialism may indicate a political stance but does not necessarily demean or degrade any group based on protected characteristics.', 'There is no explicit call for violence or incitement to harm in the post.', 'The language used in the post is not vulgar or offensive; it is more of a political critique.']","The post is likely to be classified as not hate speech by the majority of annotators, as it primarily expresses a political opinion without targeting specific groups or using offensive language. Therefore, I predict that 10% of annotators might classify it as hate speech due to potential misinterpretation of the hashtags or tone, while 90% would classify it as not hate speech.",0.1
106,10511,#Chemnitz Fights Back   the unelected  #EU needs to go!!  https://www.youtube.com/watch?v=AuXpQz5onxs,0.2,0.1,0.9,"['The post expresses a political opinion against the EU, which may not be considered hate speech as it targets an institution rather than a protected group.', 'The hashtag #ChemnitzFightsBack could be interpreted as a call to action, but without explicit context, it does not necessarily incite violence.', 'The post does not contain vulgarity or offensive language directed at individuals or groups based on protected characteristics.', ""Some annotators might view the phrase 'unelected EU needs to go' as a form of political dissent rather than hate speech.""]","The post is likely to be classified as not hate speech by the majority of annotators, as it primarily expresses a political opinion without targeting a specific group based on protected characteristics. The lack of explicit calls for violence or use of offensive language further supports this classification. Therefore, approximately 10% of annotators might classify it as hate speech due to potential interpretations of the hashtag or political rhetoric, while 90% would likely classify it as not hate speech.",0.1
107,11144,SEE ME LIVE ON SEXCAMS 11pm 2300hrs PST #MakeMeCum ,0.0,0.05,0.95,"['The post is not hate speech as it does not target any individual or group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not contain any calls for violence or incite physical harm against individuals or groups.', 'The post contains vulgarity and offensive language, but it is not directed at any individual or group in a hateful manner.']","The post is primarily promotional in nature, focusing on adult content without targeting or demeaning any specific group. While it contains vulgar language, it does not meet the criteria for hate speech as it lacks elements of assault on human dignity or calls for violence. Therefore, it is likely that a small percentage of annotators might consider the vulgarity as offensive enough to be labeled as hate speech, but the majority would not classify it as such.",0.05
108,11234,President Trump signed an executive order on Friday that will affect how you save for retirement. https://www.foxbusiness.com/personal-finance/trump...,0.0,0.0,1.0,"['The post is purely informational and does not contain any elements of hate speech.', 'The post does not assault human dignity as it does not demean or degrade any individual or group.', 'There are no calls for violence in the post.', 'The post does not contain vulgarity or offensive language.']","The post is a straightforward news update about an executive order signed by President Trump, focusing on its impact on retirement savings. It lacks any elements that would categorize it as hate speech, such as assaults on human dignity, calls for violence, or vulgarity. Therefore, it is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement and a classification of 0% as hate speech and 100% as not hate speech.",0.0
109,11236,bill clinton is a rapist,0.4,0.4,0.6,"['The post is an assault on human dignity as it accuses an individual of a serious crime without evidence, potentially degrading their reputation.', 'The post does not call for violence, as it does not incite or encourage physical harm against any individual or group.', ""The post contains offensive language by labeling someone as a 'rapist,' which is a serious accusation and could be considered vulgar or defamatory."", 'Some annotators might view the post as a political statement or opinion rather than hate speech, as it targets a public figure rather than a protected group.']","The post 'bill clinton is a rapist' could be interpreted in various ways by annotators. Some might see it as an assault on human dignity due to the serious nature of the accusation, while others might not classify it as hate speech since it does not target a protected group or incite violence. The use of the term 'rapist' is offensive and could be seen as vulgar, but the context of targeting a public figure might lead some to view it as a political opinion. Therefore, there is likely to be moderate disagreement among annotators, with an estimated 40% classifying it as hate speech and 60% not classifying it as such.",0.0
110,11237,hubba hubba 😍 “Nope” Officer has hilarious reaction to call about 10-foot snake https://www.leoaffairs.com/nope-officer-has-hilari...,0.0,0.0,1.0,"['The post is not hate speech as it does not demean or degrade any individuals or groups based on protected characteristics.', 'The post does not contain any calls for violence or incite physical harm against individuals or groups.', 'The post does not use vulgarity, slurs, or offensive language directed at individuals or groups.', 'The post is a light-hearted or humorous commentary on a non-controversial topic (a snake encounter), which is unlikely to be interpreted as hate speech.']","The post is a humorous take on a police officer's reaction to a snake encounter, with no elements of hate speech present. It is unlikely to be classified as hate speech by any annotators.",0.0
111,11239,"III%  if you don't know what the fuck you're talking about, ask Cop put on leave for tattoo linked to antigovernment group https://nypost.com/2018/08/31/cop-put-on-leave-for...",0.2,0.3,0.7,"[""The post uses vulgar language ('what the fuck'), which may be considered offensive but not necessarily hate speech."", 'The post references a news article about a cop being put on leave for a tattoo linked to an antigovernment group, which may not directly relate to hate speech.', ""The use of 'III%' could be interpreted as a reference to the Three Percenters, a group sometimes associated with antigovernment and extremist views, which might be seen as promoting hate speech."", 'Some annotators might see the post as simply sharing news without endorsing any hate speech, focusing on the informational aspect rather than the language used.']","The post contains vulgar language, which might be offensive to some, but it does not directly assault human dignity or call for violence. The reference to 'III%' could be interpreted as a nod to a group with extremist views, which might lead some annotators to classify it as hate speech. However, the post primarily shares a news link, which could lead others to see it as non-hate speech. Given these factors, there is likely to be some disagreement among annotators, but the majority may not classify it as hate speech. Therefore, the estimated percentages are 30% for hate speech and 70% for not hate speech.",0.09999999999999998
112,11241,FBI arrests five New Mexico compound suspects days after multiple charges were dropped http://www.foxnews.com/us/2018/08/31/fbi-arrests-f...,0.2,0.05,0.95,"['The post is a straightforward news headline and does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language.', 'The post simply reports an event without any additional commentary or language that could be considered hate speech.', ""Some might argue that the mention of 'New Mexico compound suspects' could imply a negative stereotype, but the post itself does not explicitly convey hate speech.""]","The post is a news headline reporting on an event involving the FBI and suspects in New Mexico. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is likely that the majority of annotators would classify this post as not hate speech. However, a small percentage might consider the mention of 'New Mexico compound suspects' as potentially implying a negative stereotype, but this is not explicit in the post. Thus, the predicted percentages are [0.05, 0.95], indicating 5% might classify it as hate speech and 95% as not hate speech.",0.15000000000000002
113,11664,I love how welcoming @a is of everyone to this site. A couple thousand Brazilians show up and he starts posting in their native language. For all the accusations of 'far-right' this is far more inclusive than almost any left-leaning social network.,0.2,0.1,0.9,"['The post is not hate speech as it praises inclusivity and multilingual engagement, which are positive actions.', 'The post could be seen as sarcastic or mocking, potentially implying that the presence of Brazilians is unusual or unwelcome, which might be interpreted as demeaning.', 'The post does not contain any calls for violence or explicit vulgarity, so it is unlikely to be classified as hate speech based on those criteria.', ""Some annotators might see the mention of 'far-right' as a political statement, but it does not inherently constitute hate speech.""]","The post is generally positive and highlights inclusivity, which is not characteristic of hate speech. However, the mention of 'far-right' and the context of discussing a large group of Brazilians could be interpreted differently by some annotators. Overall, it is likely that a small percentage might see it as problematic, but the majority would not classify it as hate speech.",0.1
114,11780,One thing many are missing. This Omnibus pork barrel has a shelf life of 6 months. Renewal End of September. Just before the mid-terms.,0.0,0.05,0.95,"['The post is a political commentary and does not target any specific group based on race, ethnicity, gender, religion, or sexual orientation, so it is not an assault on human dignity.', 'The post does not contain any calls for violence or incitement to physical harm against individuals or groups.', 'The language used in the post is not vulgar or offensive; it is a straightforward political opinion.', ""Some annotators might see the term 'pork barrel' as potentially offensive or derogatory towards politicians, but it is commonly used in political discourse and not typically considered hate speech.""]","The post is primarily a political opinion piece discussing the timing of a legislative action in relation to elections. It does not exhibit characteristics of hate speech as it does not demean any protected group, incite violence, or use offensive language. Therefore, it is likely that a very small percentage of annotators might classify it as hate speech due to potential misinterpretation of political terms, but the majority would not. The disagreement level is low.",0.05
115,11985,"'Axios article claimed a “conservative social network would fail,”  So what's Gab, chopped liver?https://www.breitbart.com/tech/2018/08/31/trump-ca...",0.4,0.1,0.9,"[""The post is not hate speech as it merely questions the claim made by an Axios article about conservative social networks, using a rhetorical question to highlight Gab's existence."", 'The post does not contain any assaults on human dignity as it does not demean or degrade any individuals or groups based on protected characteristics.', 'The post does not contain calls for violence as it does not incite or encourage physical harm or violence against individuals or groups.', ""The post does not contain vulgarity or offensive language, as the phrase 'chopped liver' is a colloquial expression and not inherently offensive.""]","The post is likely to be classified as not hate speech by the majority of annotators, as it does not exhibit any of the key aspects of hate speech such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The rhetorical question and reference to Gab are not inherently hateful or offensive. Therefore, I predict that 10% of annotators might classify it as hate speech due to potential misinterpretation or bias, while 90% would classify it as not hate speech.",0.30000000000000004
116,12213,I pirate my games from this site. Since these are all gog games you don't have to worry about any cracks or added malware since gog games are by default drm free and don't need any extra modifications. This is the only place where I pirate games since I don't want to play Russian roulette (malware edition) with cracks https://goggames.goodolddownloads.com/,0.0,0.0,1.0,"['The post does not contain any assaults on human dignity as it does not target any individual or group based on protected characteristics.', 'The post does not call for violence or incite physical harm against any individual or group.', 'The post does not contain vulgarity or offensive language directed at individuals or groups.', 'The post discusses pirating games, which is illegal, but this does not fall under the category of hate speech.']","The post is not considered hate speech as it does not meet any of the criteria for hate speech. It does not assault human dignity, call for violence, or use vulgar or offensive language. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
117,12215,Starving journalists make me nut,0.4,0.1,0.9,"[""The post uses the term 'starving journalists' which could be interpreted as a metaphorical expression of disdain or criticism towards journalists, but it does not explicitly demean or degrade them based on protected characteristics."", ""The phrase 'make me nut' is vulgar and could be interpreted as offensive, but it is not directed at a specific individual or group based on protected characteristics."", 'The post does not contain any explicit calls for violence or incitement to harm against journalists or any other group.', 'Some annotators might view the post as a general expression of frustration or dislike towards journalists, without crossing into hate speech territory.']","The post 'Starving journalists make me nut' is likely to be interpreted with high disagreement among annotators. While it contains vulgar language, it does not explicitly target a protected characteristic or incite violence. Therefore, it is estimated that 10% of annotators might classify it as hate speech due to the offensive language, while 90% might not classify it as hate speech, viewing it as a non-hate speech expression of frustration or criticism towards journalists.",0.30000000000000004
118,12216,Am I the only one who feels that games made by SJWs tend to have very little actual gameplay like with a visual novel? I'm not ragging on visual novels or anything (love nekopara) but it's just something I noticed.,0.0,0.1,0.9,"['The post does not contain any direct assaults on human dignity as it does not demean or degrade individuals or groups based on protected characteristics.', 'The post does not contain calls for violence or incite physical harm against any individuals or groups.', ""The post uses the term 'SJWs' which can be considered derogatory or offensive by some, but it is not inherently vulgar or a slur. It may be seen as dismissive or critical of a certain group of people, which could be interpreted as offensive by some annotators."", ""Some annotators might view the use of 'SJWs' as a critique of a certain style of game development rather than a personal attack, thus not classifying it as hate speech."", ""Others might see the term 'SJWs' as a pejorative that targets individuals advocating for social justice, potentially classifying it as a mild form of hate speech.""]","The post is likely to result in high disagreement among annotators due to the use of the term 'SJWs', which can be interpreted in various ways depending on the annotator's perspective on social justice issues. Some may see it as a critique of game design, while others may view it as a derogatory term targeting a group of people. Therefore, the predicted distribution is 10% of annotators classifying it as hate speech and 90% not classifying it as hate speech.",0.1
119,12430,Soaking in the morning sun 🌞  #SummerSolstice #Litha #EarthGrounding #barefoot,0.0,0.0,1.0,"['The post is a positive expression of enjoying nature and the summer solstice, with no elements of hate speech.', 'The hashtags and content focus on personal well-being and connection to nature, which are not related to any hate speech aspects.', 'There is no use of offensive language, slurs, or calls for violence in the post.', 'The post does not demean or degrade any individuals or groups based on protected characteristics.']","The post is clearly not hate speech, as it contains no elements that would be considered demeaning, violent, or offensive. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
120,12485,"As I was driving around today, it occurred to me that when I was growing up the worst concern on our holidays was the projected highway death toll that was always broadcast. Today we anticipate riots, mobs & violence from the Leftist armies terrorizing our people whenever patriots gather to celebrate and exercise our freedoms. Deliver us from evil, Oh Lord.",0.7142857142857143,0.4,0.6,"[""The post uses the term 'Leftist armies' which could be interpreted as demeaning or degrading a political group, potentially falling under assaults on human dignity."", 'The post does not explicitly call for violence but suggests that violence is expected from a specific political group, which could be seen as inciting fear or hostility.', 'The language used in the post is not overtly vulgar or offensive, but the tone and framing could be considered inflammatory or provocative.', 'Some annotators might view the post as a political opinion rather than hate speech, focusing on the expression of concern over public safety.', 'Others might see the post as perpetuating negative stereotypes about a political group, which could be considered a form of hate speech.']","The post is likely to result in high disagreement among annotators. While some may see it as a political opinion or expression of concern, others may interpret it as perpetuating negative stereotypes or demeaning a political group. Therefore, approximately 40% of annotators might classify it as hate speech, while 60% might not.",0.3142857142857143
121,12486,"Listening to patriotic songs, and I'm tearing up. So much love for our beautiful country and her good people.",0.0,0.0,1.0,"['The post expresses a positive sentiment towards the country and its people, which is not related to hate speech.', 'There is no language in the post that assaults human dignity, as it does not demean or degrade any individuals or groups.', 'The post does not contain any calls for violence or incitement to harm.', 'There is no vulgarity or offensive language present in the post.']","The post is overwhelmingly likely to be classified as not hate speech, as it contains no elements of hate speech. Annotators would likely agree that it is a positive expression of patriotism without any negative or harmful language. Therefore, the predicted percentage of annotators classifying it as hate speech is 0%, and those classifying it as not hate speech is 100%.",0.0
122,12715,"Fight me, communists.",0.625,0.3,0.7,"[""The post uses the phrase 'Fight me,' which could be interpreted as a call for violence, though it may also be seen as a rhetorical or figurative expression rather than a literal incitement to violence."", ""The term 'communists' is used, which could be seen as targeting a specific political ideology rather than a protected characteristic like race or gender, potentially reducing the likelihood of it being classified as hate speech."", 'The post does not contain vulgarity or offensive language, which might lead some annotators to classify it as not hate speech.', 'Some annotators might view the post as aggressive or confrontational, but not necessarily as hate speech, due to the lack of explicit demeaning or degrading language.']","The post 'Fight me, communists.' is likely to result in some disagreement among annotators. While the phrase 'Fight me' could be interpreted as a call for violence, it is also commonly used in a non-literal sense in online discourse. The term 'communists' targets a political ideology rather than a protected characteristic, which may lead some annotators to not classify it as hate speech. The absence of vulgarity or offensive language further supports the likelihood that a majority of annotators would not classify it as hate speech. Therefore, it is estimated that 30% of annotators might classify it as hate speech, while 70% would not.",0.325
123,12716,"If you're a right-winger, how could you not be excited at the prospect of a civil war split down ideological lines?",0.25,0.4,0.6,"['The post could be seen as inciting violence by expressing excitement about the prospect of a civil war, which inherently involves violence.', 'Some annotators might view the post as a rhetorical question or hyperbolic statement rather than a genuine call for violence, thus not classifying it as hate speech.', 'The post does not explicitly demean or degrade any specific group based on protected characteristics, so it may not be seen as an assault on human dignity.', 'The language used in the post is not vulgar or offensive, which might lead some annotators to classify it as not hate speech.', 'The post could be interpreted as promoting division and conflict, which some might see as a form of hate speech.']","The post is likely to result in high disagreement among annotators. While some may see it as inciting violence or promoting division, others may interpret it as a rhetorical or hyperbolic statement without direct calls for violence or hate speech. Therefore, approximately 40% of annotators might classify it as hate speech, while 60% might not.",0.15000000000000002
124,13696,"and some people still wonder why so many people hate him, specially those ugly ass feminists",1.0,0.4,0.6,"[""The post uses derogatory language ('ugly ass feminists') that could be seen as demeaning to individuals based on gender, which may be considered an assault on human dignity."", 'The post does not explicitly call for violence or physical harm against any group, so it may not be seen as inciting violence.', ""The use of vulgar and offensive language ('ugly ass') could be interpreted as hate speech due to its derogatory nature, but it may also be seen as merely offensive rather than hateful."", 'Some annotators might view the post as expressing a personal opinion or criticism rather than hate speech, especially if they do not consider the language severe enough to constitute hate speech.']","The post contains derogatory language directed at feminists, which some annotators might interpret as hate speech due to its demeaning nature. However, it does not explicitly call for violence, and the offensive language might be seen as merely vulgar rather than hateful. Given these factors, there is likely to be some disagreement among annotators, with an estimated 40% classifying it as hate speech and 60% not classifying it as such.",0.6
125,13697,"no, some people do behave like animals and its funny how certain groups or races so to speak have a really distinct way of behaving that is indeed more primitive or advanced than others, although its not something we use a lot to talk about people, being racist is calling black people monkeys, not relating them to something that has been used as a slur 4 centuries",1.0,0.6,0.4,"[""The post makes a generalization about certain groups or races behaving in a 'primitive' or 'advanced' manner, which could be seen as an assault on human dignity."", 'The post does not explicitly call for violence against any group, so it may not be seen as inciting violence.', ""The language used in the post, such as 'behave like animals' and 'primitive,' could be considered offensive or vulgar, but it does not use explicit slurs."", 'Some annotators might view the post as a critique of racism, suggesting that it is not hate speech.', 'Others might see the post as perpetuating harmful stereotypes, thus classifying it as hate speech.']","The post contains language that could be interpreted as demeaning to certain racial or ethnic groups by suggesting they behave in a 'primitive' manner. This could be seen as an assault on human dignity. However, it does not explicitly call for violence, which might lead some annotators to classify it as not hate speech. The use of terms like 'behave like animals' could be seen as offensive, but the lack of explicit slurs might lead to differing opinions. Given these factors, there is likely to be some disagreement among annotators, with an estimated 60% classifying it as hate speech and 40% not classifying it as such.",0.4
126,13773,Well... at least a “man” was still first. By the time all of this makes it to Globalist textbooks in the future it will be a female astronaut who went to the moon just to abort her baby there because she wanted to do it first... before using her size A bra to sling the spacecraft back.,1.0,0.4,0.6,"['The post contains offensive language and stereotypes about women, which could be seen as demeaning to their dignity.', 'The post does not explicitly call for violence or physical harm against any group.', ""The use of the term 'Globalist' may imply a derogatory stereotype, but it is not explicitly hateful."", 'The post uses sarcasm and hyperbole, which might be interpreted as a critique of social or political issues rather than hate speech.', 'Some annotators might see the post as a satirical commentary on gender and space exploration, not intended to be taken literally.', 'The post could be seen as perpetuating negative stereotypes about women, particularly in the context of achievements and capabilities.']","The post contains elements that could be interpreted as offensive or demeaning towards women, particularly in the context of gender roles and achievements. However, it does not explicitly call for violence or use overtly hateful language. The use of sarcasm and hyperbole might lead some annotators to view it as a satirical or critical commentary rather than direct hate speech. Given these factors, there is likely to be moderate disagreement among annotators, with some viewing it as hate speech due to its demeaning tone towards women, while others may not see it as crossing the threshold of hate speech. Therefore, the estimated distribution of opinions might be around 40% classifying it as hate speech and 60% not classifying it as such.",0.6
127,13774,"The thing about Globalists is not only do they fight dirty, but “if you can’t beat them, join them”, isn’t even an option. Only the elite get to stay out of the way when they play war.",0.6,0.4,0.6,"[""The post uses the term 'Globalists,' which some may interpret as a coded reference to certain ethnic or religious groups, potentially demeaning them based on race or ethnicity."", 'The post does not explicitly call for violence or physical harm against any individuals or groups.', ""The language used in the post is not overtly vulgar or offensive, though it may carry a negative connotation towards 'Globalists.'"", 'Some annotators might view the post as a critique of political or economic elites rather than a specific group, thus not classifying it as hate speech.', ""Others might see the term 'Globalists' as a dog whistle for anti-Semitic or xenophobic sentiments, thus classifying it as hate speech.""]","The post contains language that could be interpreted in multiple ways, leading to potential disagreement among annotators. Some may see it as a critique of political elites, while others may interpret it as targeting specific ethnic or religious groups. Given the ambiguity and potential for different interpretations, there is likely to be moderate disagreement among annotators. Therefore, approximately 40% might classify it as hate speech due to perceived coded language, while 60% might not see it as hate speech, viewing it as a general critique of elites.",0.19999999999999996
128,13775,"Me muting idiot Globalist groupies on Gab, on my own little account, is not the same as giant Twatter muting Trump’s base from almost the entire platform. Let’s just clear that brain fart out now should it come up again.",0.6,0.1,0.9,"[""The post uses derogatory language ('idiot Globalist groupies', 'Twatter') which may be seen as offensive but not necessarily hate speech."", 'The post does not explicitly demean or degrade individuals based on protected characteristics such as race, ethnicity, gender, etc.', 'There is no call for violence or incitement to physical harm in the post.', 'The post expresses a personal opinion about social media censorship, which may be controversial but not inherently hate speech.', ""Some annotators might view the term 'Globalist' as a dog whistle for antisemitic conspiracy theories, potentially categorizing it as hate speech.""]","The post contains derogatory language and potentially offensive terms, but it does not explicitly target individuals or groups based on protected characteristics, nor does it incite violence. While some may interpret the term 'Globalist' as a dog whistle for antisemitic conspiracy theories, the overall content is more likely to be seen as a personal opinion on social media censorship rather than hate speech. Therefore, it is predicted that 10% of annotators might classify it as hate speech due to the potential interpretation of 'Globalist', while 90% would classify it as not hate speech.",0.5
129,13777,"You can tell Gab is the place to be, even Dem derps are here now trying to latch onto our feeds talking sh!t looking for attention. I don’t care to address them directly, but I will say that my mute button is fond of them already.",0.6,0.1,0.9,"[""The post uses the term 'Dem derps,' which could be seen as derogatory or demeaning towards Democrats, but it is not explicitly based on a protected characteristic like race or gender."", 'The post does not contain any explicit calls for violence or encouragement of physical harm against any group or individual.', ""The use of 'sh!t' is vulgar, but it is not directed at a specific individual or group in a way that constitutes hate speech."", 'The post reflects a dismissive attitude towards a political group, but it does not degrade their human dignity based on protected characteristics.', ""Some annotators might see the term 'Dem derps' as offensive or a mild form of hate speech due to its derogatory nature, while others might see it as typical political banter.""]","The post is likely to result in low disagreement among annotators. While it contains some derogatory language towards a political group, it does not explicitly attack human dignity based on protected characteristics, nor does it call for violence. The vulgarity present is mild and not directed in a way that constitutes hate speech. Therefore, it is predicted that 10% of annotators might classify it as hate speech due to the derogatory term 'Dem derps,' while 90% would classify it as not hate speech, viewing it as political banter.",0.5
130,13778,"I’ve often wondered what it would be like for Globalist groupies once they realized they’re living a lie, but now, I’m seeing that it is we patriotic Americans who have been living in a lie for decades... Our country, branches of gov, our MSM and our schools.. ALL are hijacked.",0.4,0.1,0.9,"['The post expresses a political opinion without targeting any specific group based on protected characteristics, so it may not be considered hate speech.', ""The term 'Globalist groupies' could be interpreted as a derogatory term, potentially demeaning individuals who support globalism, but it does not explicitly target a protected characteristic."", 'The post does not contain any calls for violence or incitement to harm, so it is unlikely to be classified as hate speech based on this aspect.', 'There is no use of vulgarity or offensive language in the post, which reduces the likelihood of it being classified as hate speech.', ""Some annotators might view the term 'hijacked' as implying a conspiracy theory, which could be seen as harmful rhetoric, but it does not directly constitute hate speech.""]","The post is likely to be categorized as 'low' disagreement because it primarily expresses a political opinion without clear elements of hate speech. Most annotators would likely agree that it does not constitute hate speech, with an estimated 10% classifying it as hate speech due to the use of the term 'Globalist groupies' and potential implications of harmful rhetoric, while 90% would classify it as not hate speech.",0.30000000000000004
131,13779,"Peace isn’t free, it will cost the corrupt everything.",0.0,0.1,0.9,"['The post suggests that peace requires significant change, potentially targeting corrupt individuals or systems, but does not explicitly call for violence.', ""The phrase 'cost the corrupt everything' could be interpreted as a metaphorical call for justice or reform rather than a literal call for violence."", 'The post does not contain any vulgarity or offensive language directed at specific individuals or groups.', 'The post does not explicitly demean or degrade any specific group based on protected characteristics.', ""Some annotators might see the phrase as aggressive or threatening towards 'the corrupt,' but it lacks explicit hate speech elements.""]","The post is likely to be interpreted as not constituting hate speech by most annotators, as it lacks explicit calls for violence, vulgarity, or demeaning language towards protected groups. However, a small percentage might view the phrase 'cost the corrupt everything' as aggressive or potentially threatening, leading to a minority classifying it as hate speech. Therefore, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.1
