,ID,Text,Hate_pos,Seq30,Seq30_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_pos_diff
106,12486,"Listening to patriotic songs, and I'm tearing up. So much love for our beautiful country and her good people.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post expresses a positive sentiment towards the country and its people, without any language or context that could be interpreted as hate speech. It does not demean or degrade any group, call for violence, or use vulgar or offensive language. Therefore, it is likely to be unanimously classified as not hate speech by annotators, resulting in low disagreement.","The post is a positive expression of patriotism and does not contain any elements that would be considered hate speech. It does not attack any group, incite violence, or use offensive language. As such, it is clear and unambiguous in its content, leading to a consensus among annotators that it is not hate speech. The expected labels are all 0s, indicating no hate speech.",0.0,0.0
107,12715,"Fight me, communists.",0.625,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Fight me, communists.' is quite ambiguous in terms of hate speech. It does not explicitly demean or degrade individuals based on protected characteristics, nor does it contain vulgar or offensive language. The phrase 'Fight me' could be interpreted as a call for violence, but it is more likely to be seen as a rhetorical challenge rather than a literal incitement to violence. Given the lack of explicit hate speech elements, it is likely that annotators would have low disagreement, with most classifying it as not hate speech.","The post 'Fight me, communists.' is quite ambiguous in terms of hate speech. It does not explicitly demean or degrade individuals based on protected characteristics, nor does it contain vulgar or offensive language. The phrase 'Fight me' could be interpreted as a call for violence, but it is more likely to be seen as a rhetorical challenge rather than a literal incitement to violence. Given the lack of explicit hate speech elements, it is likely that annotators would have low disagreement, with most classifying it as not hate speech. Therefore, the predicted sequence of labels is [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0].",0.0,0.625
108,12716,"If you're a right-winger, how could you not be excited at the prospect of a civil war split down ideological lines?",0.25,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post explicitly mentions excitement at the prospect of a civil war, which can be interpreted as a call for violence or at least an endorsement of violent conflict. This aligns with the 'Calls for Violence' aspect of hate speech. The language is clear in its ideological division and potential incitement, leading to a likely consensus among annotators that it constitutes hate speech. Therefore, the disagreement is low.","The post suggests excitement at the prospect of a civil war, which can be seen as inciting or encouraging violence along ideological lines. This falls under the 'Calls for Violence' aspect of hate speech. The language is explicit and leaves little room for alternative interpretations, suggesting low disagreement among annotators.",1.0,0.75
109,13696,"and some people still wonder why so many people hate him, specially those ugly ass feminists",1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1]","The post contains language that could be interpreted as demeaning or degrading towards feminists, which could be seen as an assault on human dignity. The use of 'ugly ass feminists' is vulgar and offensive, which may lead to disagreement among annotators about whether it constitutes hate speech. The post does not explicitly call for violence, but the derogatory language could be seen as promoting a negative stereotype. Given the subjective nature of what constitutes an 'assault on human dignity' and the use of offensive language, there is likely to be high disagreement among annotators.","The post uses derogatory language towards feminists, referring to them as 'ugly ass feminists.' This language can be seen as demeaning and degrading, which falls under the aspect of 'Assaults on Human Dignity.' The use of 'ugly ass' is also vulgar and offensive, which may contribute to its classification as hate speech by some annotators. However, the post does not contain explicit calls for violence. The interpretation of whether this post constitutes hate speech may vary among annotators, leading to high disagreement. Some may view it as a clear example of hate speech due to the derogatory language, while others may see it as merely offensive or a personal opinion without broader implications. Therefore, the prediction is a mix of labels with a tendency towards classification as hate speech.",0.7,0.30000000000000004
110,13697,"no, some people do behave like animals and its funny how certain groups or races so to speak have a really distinct way of behaving that is indeed more primitive or advanced than others, although its not something we use a lot to talk about people, being racist is calling black people monkeys, not relating them to something that has been used as a slur 4 centuries",1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post contains language that demeans and degrades individuals or groups based on race, which falls under the category of 'Assaults on Human Dignity.' It suggests that certain races have a 'primitive' way of behaving, which is a clear racial stereotype and is considered hate speech. The post is likely to be unanimously labeled as hate speech by annotators due to its explicit racist content.","The post explicitly discusses racial stereotypes and suggests that certain races behave in a 'primitive' manner, which is a clear assault on human dignity. This type of language is typically recognized as hate speech because it degrades individuals based on race. Given the explicit nature of the content, there is likely to be low disagreement among annotators, with most, if not all, labeling it as hate speech.",1.0,0.0
111,13773,Well... at least a “man” was still first. By the time all of this makes it to Globalist textbooks in the future it will be a female astronaut who went to the moon just to abort her baby there because she wanted to do it first... before using her size A bra to sling the spacecraft back.,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post contains elements that can be interpreted as demeaning and degrading towards women, particularly in the context of gender roles and achievements. It uses a sarcastic tone to belittle the idea of female accomplishments in space exploration, and the mention of abortion in a trivializing manner can be seen as offensive. The use of 'Globalist textbooks' adds a layer of conspiracy theory, which might not directly relate to hate speech but contributes to the overall negative tone. Given these elements, the post is likely to be classified as hate speech by most annotators, leading to low disagreement.","The post uses sarcasm and offensive language to demean women, particularly in the context of space exploration and gender roles. It trivializes the concept of female achievements and uses the topic of abortion in a derogatory manner. The mention of 'Globalist textbooks' adds a conspiratorial tone, which, while not directly hate speech, contributes to the overall negative sentiment. The post is likely to be seen as hate speech by most annotators, resulting in low disagreement.",1.0,0.0
112,13775,"Me muting idiot Globalist groupies on Gab, on my own little account, is not the same as giant Twatter muting Trump’s base from almost the entire platform. Let’s just clear that brain fart out now should it come up again.",0.6,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It discusses muting users on social media platforms and criticizes 'Globalist groupies' and 'Twatter' (a derogatory term for Twitter), but it does not cross into hate speech territory. The language used is not severe or targeted enough to be considered hate speech, and it is more of a personal opinion or critique of social media practices. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.","The post criticizes social media practices and uses a derogatory term for Twitter ('Twatter'), but it does not contain explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The language is more of a critique and personal opinion rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.6
113,13777,"You can tell Gab is the place to be, even Dem derps are here now trying to latch onto our feeds talking sh!t looking for attention. I don’t care to address them directly, but I will say that my mute button is fond of them already.",0.6,"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post uses the term 'Dem derps' which could be considered derogatory, but it does not explicitly demean or degrade individuals based on protected characteristics such as race, ethnicity, gender, etc. It does not contain calls for violence or use vulgar or offensive language beyond the mild derogatory term. The post seems to express a personal opinion about political opponents without crossing into hate speech territory. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post uses a derogatory term 'Dem derps' to refer to Democrats, which could be seen as offensive to some, but it does not explicitly attack or demean individuals based on protected characteristics such as race, ethnicity, gender, etc. It does not contain any calls for violence or use of vulgar language beyond the mild derogatory term. The post seems to express a personal opinion about political opponents without crossing into hate speech territory. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.",0.0,0.6
114,13778,"I’ve often wondered what it would be like for Globalist groupies once they realized they’re living a lie, but now, I’m seeing that it is we patriotic Americans who have been living in a lie for decades... Our country, branches of gov, our MSM and our schools.. ALL are hijacked.",0.4,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post expresses a political opinion about 'Globalist groupies' and suggests that various American institutions have been 'hijacked.' However, it does not contain language that directly assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is more of a political critique rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgar/offensive language. It expresses a political opinion about 'Globalist groupies' and suggests that American institutions have been 'hijacked.' This is more of a political critique rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.",0.0,0.4
115,13779,"Peace isn’t free, it will cost the corrupt everything.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Peace isn’t free, it will cost the corrupt everything.' is ambiguous in terms of hate speech. It does not directly assault human dignity, call for violence, or use vulgar or offensive language. The statement is more of a general commentary on corruption and does not target any specific group or individual. Therefore, it is likely to be interpreted as not hate speech by most annotators, leading to low disagreement.","The post 'Peace isn’t free, it will cost the corrupt everything.' does not explicitly fall into any of the hate speech categories. It is a general statement about corruption and does not target any specific group or individual based on protected characteristics. There is no call for violence or use of offensive language. As such, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.0
116,13810,"I suggest you get the 'Twitchy' app. All the Twitter insanity available so we can poke fun in one place. Plus it links to Twitter, but maybe not for long. Remember how sarcasm and ironic humor affect Lefties, & do it today...",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post suggests using an app to view Twitter content and make fun of it, particularly targeting 'Lefties' with sarcasm and ironic humor. While it may be seen as mocking or dismissive, it does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence or use vulgar language. The post is more about political commentary and humor, which is unlikely to be classified as hate speech by most annotators. Therefore, there is likely low disagreement among annotators, with most labeling it as not hate speech.","The post suggests using an app to view Twitter content and make fun of it, particularly targeting 'Lefties' with sarcasm and ironic humor. While it may be seen as mocking or dismissive, it does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence or use vulgar language. The post is more about political commentary and humor, which is unlikely to be classified as hate speech by most annotators. Therefore, there is likely low disagreement among annotators, with most labeling it as not hate speech. [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0
117,14413,Seems only fair that lefties who enjoy harassing ICE agents at home get equal treatment.,0.75,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","The post suggests that individuals who harass ICE agents should receive 'equal treatment,' which could be interpreted as a call for harassment or retaliation against those individuals. This could be seen as a call for violence or at least an endorsement of harassment, which falls under the aspect of 'Calls for Violence.' However, the language is somewhat ambiguous and could be interpreted as a call for legal or non-violent actions, leading to potential disagreement among annotators. The post does not contain vulgarity or offensive language, nor does it explicitly assault human dignity based on protected characteristics, but the implication of reciprocal harassment could be contentious.","The post suggests that individuals who harass ICE agents should receive 'equal treatment,' which could be interpreted as a call for harassment or retaliation against those individuals. This could be seen as a call for violence or at least an endorsement of harassment, which falls under the aspect of 'Calls for Violence.' However, the language is somewhat ambiguous and could be interpreted as a call for legal or non-violent actions, leading to potential disagreement among annotators. The post does not contain vulgarity or offensive language, nor does it explicitly assault human dignity based on protected characteristics, but the implication of reciprocal harassment could be contentious. Therefore, there is likely to be a moderate level of disagreement among annotators, with some viewing it as hate speech and others not.",0.3333333333333333,0.4166666666666667
118,14434,Watched this exciting competition before bed then dreamed I was repping 1 arm pull ups. Took a couple hours this morning to realize it wasn't real. Time to hit the gym. https://youtu.be/rvwzddEOSDk,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a personal anecdote about watching a competition and having a dream about doing pull-ups. It does not contain any language or content that could be interpreted as an assault on human dignity, a call for violence, or vulgarity/offensive language. The content is straightforward and lacks any ambiguity that could lead to disagreement among annotators. Therefore, it is likely to be unanimously classified as not hate speech.","The post is a personal anecdote about watching a competition and having a dream about doing pull-ups. It does not contain any language or content that could be interpreted as an assault on human dignity, a call for violence, or vulgarity/offensive language. The content is straightforward and lacks any ambiguity that could lead to disagreement among annotators. Therefore, it is likely to be unanimously classified as not hate speech. The predicted labels are [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0].",0.0,0.0
119,14435,The first lead climbing World Cup of the season is this weekend. Finals coming up live in a couple hours. Bet on Janja. https://www.youtube.com/watch?v=O5_8ALb80YQ,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward announcement about a climbing competition, with no language or content that could be interpreted as hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use vulgar or offensive language. Therefore, it is likely to be unanimously classified as not hate speech by annotators, resulting in low disagreement.","The post is a simple announcement about a climbing competition, specifically mentioning the finals and a suggestion to bet on a particular climber, Janja. There is no content in the post that relates to any of the aspects of hate speech, such as assaults on human dignity, calls for violence, or vulgarity and offensive language. The post is neutral and focused on a sporting event, making it clear and unambiguous in its intent and content. As such, it is expected that annotators would have a consensus in labeling this post as not hate speech, leading to low disagreement.",0.0,0.0
120,15681,"For some people who demanded an increase, minimum wage went from $7.25 a hour to $0.00.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post appears to be a commentary on the consequences of demanding a minimum wage increase, suggesting that some people ended up with no job as a result. It does not contain any explicit assaults on human dignity, calls for violence, or vulgar/offensive language. The post is more of an economic or political statement rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post is a commentary on the economic consequences of demanding a minimum wage increase, implying that some people lost their jobs as a result. It does not contain any explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgar/offensive language. The post is more of a political or economic opinion rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.0
121,15684,'First Man' is a liberal's wet dream. So pretty much a fantasy fiction movie. I'll pass.,0.4,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post expresses a dismissive opinion about a movie, labeling it as a 'liberal's wet dream' and 'fantasy fiction.' While the language is somewhat derogatory towards liberals, it does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. The post is more of a personal opinion or critique rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.","The post 'First Man' is a liberal's wet dream. So pretty much a fantasy fiction movie. I'll pass.' does not contain elements that clearly fall into the categories of hate speech as defined by the aspects provided. It does not assault human dignity, call for violence, or use vulgar or offensive language in a way that targets a specific group based on protected characteristics. The language used is more of a personal opinion or critique of a movie, which may be seen as dismissive or derogatory towards a political ideology but does not meet the threshold for hate speech. Therefore, the post is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.4
122,15686,I bet some one at NPR will be fired for reporting the truth.,0.4,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a sarcastic comment about NPR and does not clearly fall into any hate speech category. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.","The post is a sarcastic remark about NPR, suggesting that someone might be fired for reporting the truth. It does not contain any explicit hate speech elements such as demeaning language, incitement to violence, or offensive language. The statement is more of a critique or commentary on media practices rather than an attack on any individual or group. As such, it is unlikely to be classified as hate speech by most annotators, leading to low disagreement in the labeling.",0.0,0.4
123,16510,"Yep, you're a mindless leftist. The telltale sign is the spewing of hatred and wishing harm when you lose the argument. You can't think and when you're put in a position where you have to back your baseless position with a reasoned argument and facts your mind uncoils like a spring. There are two characteristics associated with leftists, the inability to think and hatred. You demonstrated both.",1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","The post contains language that could be interpreted as demeaning towards a group (leftists) by attributing negative characteristics such as 'mindless' and 'hatred'. However, it does not explicitly call for violence or use vulgar language. The interpretation of this post as hate speech may vary among annotators, leading to a moderate level of disagreement. Some may see it as a critique of political ideology, while others may view it as an assault on human dignity.","The post criticizes 'leftists' by attributing negative traits such as 'mindless' and 'hatred', which could be seen as demeaning. However, it lacks explicit calls for violence or vulgar language. The interpretation of this post as hate speech may vary, leading to moderate disagreement among annotators. Some may see it as a critique of political ideology, while others may view it as an assault on human dignity.",0.36666666666666664,0.6333333333333333
124,16511,"Stick with Obamacare. See my previous post re anecdotal observations versus methodical observations and their bearing, or non-bearing, on the relevance of the data.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses Obamacare and the importance of methodical observations over anecdotal ones. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and unlikely to be interpreted as hate speech, leading to low disagreement among annotators.","The post is a straightforward statement about Obamacare and the importance of methodical observations over anecdotal ones. It does not contain any elements that would be considered hate speech, such as assaults on human dignity, calls for violence, or vulgar/offensive language. Therefore, it is likely that annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0,0.0
125,16605,"I have a blacke co-worker who listens to MSNBC all day on his computer. I had never watched the channel, and didn’t know much about it. I can now say it delivers the most incoherent set of conspiracy theories I have ever had to listen to.",0.4,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It mentions a 'black co-worker' but does not demean or degrade them based on race. The focus of the post is on the content of MSNBC, described as 'incoherent conspiracy theories,' which is a critique of the media outlet rather than a hate speech element. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post critiques a media outlet, MSNBC, for delivering 'incoherent conspiracy theories.' It mentions a 'black co-worker' but does not use this reference in a derogatory or demeaning way. The post does not contain any explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The mention of race is not used to demean or degrade the individual, and the focus remains on the media content. Therefore, it is likely that annotators would agree that this post does not constitute hate speech, resulting in low disagreement.",0.0,0.4
126,16609,It may not be an exclusive “black thing” but it is in high proportion to the black populace. https://www.amren.com/news/2018/08/former-mayor-fo...,0.6,"[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post makes a generalization about the black populace, which could be interpreted as demeaning or degrading, thus falling under 'Assaults on Human Dignity'. The language used is not overtly vulgar or offensive, and there is no call for violence. However, the implication of a negative stereotype about a racial group can be seen as hate speech by some annotators, leading to potential disagreement. The post's ambiguity and reliance on context (e.g., the linked article) may result in varied interpretations, contributing to a moderate level of disagreement among annotators.","The post suggests a stereotype about the black populace, which can be seen as an assault on human dignity. It does not contain vulgar language or calls for violence, but the implication of a negative stereotype could be interpreted as hate speech. The context and the linked article may influence interpretations, leading to moderate disagreement among annotators.",0.2,0.39999999999999997
127,17093,"Bernie Care, more like long wait cancelled care. ",0.2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Bernie Care, more like long wait cancelled care.' is a critique of a healthcare policy, likely referring to Bernie Sanders' healthcare proposals. It does not contain any elements that assault human dignity, call for violence, or use vulgar or offensive language. The post is straightforward in its criticism and does not exhibit characteristics of hate speech. Therefore, it is likely to have low disagreement among annotators, with most classifying it as not hate speech.","The post 'Bernie Care, more like long wait cancelled care.' is a critique of a healthcare policy, likely referring to Bernie Sanders' healthcare proposals. It does not contain any elements that assault human dignity, call for violence, or use vulgar or offensive language. The post is straightforward in its criticism and does not exhibit characteristics of hate speech. Therefore, it is likely to have low disagreement among annotators, with most classifying it as not hate speech. The predicted sequence of labels is [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0].",0.0,0.2
128,17155,NEW YORK CITY: Avi Yemeni’s man-on-the-street interviews about Donald Trump in the middle of Times Square http://barenakedislam.com/2018/08/31/new-york-city... #AgendaOfEvil,0.4,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward description of a man-on-the-street interview about Donald Trump in Times Square. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The hashtag '#AgendaOfEvil' could be interpreted as provocative, but it is not sufficient to classify the post as hate speech. Therefore, the post is likely to be unanimously considered not hate speech, resulting in low disagreement among annotators.","The post is a simple announcement of an interview conducted by Avi Yemeni in Times Square about Donald Trump. It does not contain any elements that would typically be classified as hate speech, such as demeaning language, incitement to violence, or offensive language. The hashtag '#AgendaOfEvil' might be seen as controversial or provocative, but it does not inherently constitute hate speech. Given the lack of explicit hate speech elements, annotators are likely to agree that this post is not hate speech, leading to a low disagreement scenario.",0.0,0.4
129,17156,Berlin: Attackers Hurl Stones at Church While Shouting “Allahu Akbar” https://www.newswars.com/berlin-attackers-hurl-sto... #AgendaOfEvil,0.4,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post describes an incident where attackers hurled stones at a church while shouting 'Allahu Akbar.' This can be interpreted as a call for violence and an assault on human dignity, as it targets a religious group and involves a violent act. The language used in the post is likely to be perceived as hate speech by most annotators due to the clear depiction of a violent act against a religious institution. Therefore, there is likely to be low disagreement among annotators, with most labeling it as hate speech.","The post describes a violent act against a religious institution, which is likely to be perceived as hate speech by most annotators. The incident involves attackers hurling stones at a church while shouting 'Allahu Akbar,' which can be seen as a call for violence and an assault on human dignity. Given the clarity of the violent act and the targeting of a religious group, there is likely to be low disagreement among annotators, with most labeling it as hate speech.",1.0,0.6
