,ID,Text,Hate_pos,Opinions_LLM,Labels_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_diff
128,13775,"Me muting idiot Globalist groupies on Gab, on my own little account, is not the same as giant Twatter muting Trump’s base from almost the entire platform. Let’s just clear that brain fart out now should it come up again.",0.6,"[""The post uses derogatory language like 'idiot' and 'brain fart,' which could be seen as offensive but not necessarily hate speech."", ""The term 'Globalist groupies' might be interpreted as a derogatory term targeting a specific group, potentially based on political beliefs, but not a protected characteristic."", 'The post does not explicitly call for violence or physical harm against any individual or group.', ""The use of 'Twatter' is a play on words meant to mock Twitter, which could be seen as offensive but not hate speech."", 'The post seems to express frustration with social media platforms rather than targeting a specific group based on protected characteristics.', 'The post does not demean or degrade individuals based on race, ethnicity, gender, religion, or sexual orientation.', 'The language used is more about expressing personal opinion and frustration rather than inciting hate or violence.', 'The post could be seen as part of a political discourse, which often involves strong language but not necessarily hate speech.', 'The post does not contain slurs or profanity directed at a specific group based on protected characteristics.', 'The post might be interpreted as a critique of social media censorship rather than an attack on a specific group.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post primarily expresses frustration with social media platforms and uses some derogatory language, but it does not meet the criteria for hate speech as it does not target individuals or groups based on protected characteristics, nor does it incite violence.",0.0,0.6
129,13777,"You can tell Gab is the place to be, even Dem derps are here now trying to latch onto our feeds talking sh!t looking for attention. I don’t care to address them directly, but I will say that my mute button is fond of them already.",0.6,"[""The post uses the term 'Dem derps,' which could be seen as demeaning to a political group, but it is not explicitly based on a protected characteristic."", 'The post does not contain any direct calls for violence or physical harm against any individuals or groups.', ""The use of 'sh!t' is vulgar, but it is not directed at a specific individual or group in a hateful manner."", 'The post expresses a dismissive attitude towards a political group, but it does not degrade their human dignity based on protected characteristics.', ""The post's language is more dismissive and mocking rather than hateful or inciting violence."", ""The term 'Dem derps' could be interpreted as a slur against Democrats, but it lacks the severity typically associated with hate speech."", 'The post reflects a partisan bias but does not cross into hate speech territory as it lacks demeaning language based on protected characteristics.', ""The post's use of 'mute button' suggests a non-violent approach to dealing with disagreement, indicating a lack of hate speech."", ""The post's tone is more about political rivalry than hate speech, focusing on ignoring rather than attacking."", 'The post could be seen as offensive to some due to its dismissive language, but it does not meet the criteria for hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not meet the criteria for hate speech based on the aspects considered. It contains dismissive and vulgar language but lacks demeaning or degrading content based on protected characteristics, calls for violence, or severe offensive language directed at individuals or groups.",0.0,0.6
130,13778,"I’ve often wondered what it would be like for Globalist groupies once they realized they’re living a lie, but now, I’m seeing that it is we patriotic Americans who have been living in a lie for decades... Our country, branches of gov, our MSM and our schools.. ALL are hijacked.",0.4,"['The post expresses a political opinion without targeting any specific group, so it is not hate speech.', ""The term 'Globalist groupies' could be interpreted as derogatory towards a group of people, potentially making it hate speech."", 'The post does not contain any explicit calls for violence, so it is not hate speech.', 'The language used in the post is not vulgar or offensive, so it is not hate speech.', 'The post reflects a conspiracy theory mindset but does not directly demean any protected group, so it is not hate speech.', ""The use of 'hijacked' implies a takeover but does not incite violence, so it is not hate speech."", 'The post could be seen as critical of certain institutions but does not target individuals based on protected characteristics, so it is not hate speech.', ""The term 'Globalist groupies' might be seen as a slur against those who support globalization, potentially making it hate speech."", 'The post suggests a sense of betrayal but does not degrade any specific group, so it is not hate speech.', 'The post could be interpreted as expressing frustration with the government and media, but it does not constitute hate speech.']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","1. The post expresses a political opinion without targeting any specific group, so it is not hate speech. (Label: 0)
2. The term 'Globalist groupies' could be interpreted as derogatory towards a group of people, potentially making it hate speech. (Label: 1)
3. The post does not contain any explicit calls for violence, so it is not hate speech. (Label: 0)
4. The language used in the post is not vulgar or offensive, so it is not hate speech. (Label: 0)
5. The post reflects a conspiracy theory mindset but does not directly demean any protected group, so it is not hate speech. (Label: 0)
6. The use of 'hijacked' implies a takeover but does not incite violence, so it is not hate speech. (Label: 0)
7. The post could be seen as critical of certain institutions but does not target individuals based on protected characteristics, so it is not hate speech. (Label: 0)
8. The term 'Globalist groupies' might be seen as a slur against those who support globalization, potentially making it hate speech. (Label: 1)
9. The post suggests a sense of betrayal but does not degrade any specific group, so it is not hate speech. (Label: 0)
10. The post could be interpreted as expressing frustration with the government and media, but it does not constitute hate speech. (Label: 0)",0.2,0.2
131,13779,"Peace isn’t free, it will cost the corrupt everything.",0.0,"['The post suggests that peace requires the removal of corrupt individuals, which could be interpreted as a call for non-violent reform, not hate speech.', ""The phrase 'cost the corrupt everything' could be seen as metaphorical, implying a loss of power or influence, not physical harm."", 'The post does not target any specific group based on race, ethnicity, gender, religion, or sexual orientation, so it may not be considered hate speech.', 'The language used in the post is not vulgar or offensive, suggesting it is not hate speech.', 'The post could be interpreted as advocating for justice and accountability, rather than promoting hate.', ""The term 'corrupt' is not inherently a protected characteristic, so the post may not be considered hate speech."", 'Some might view the post as a general statement against corruption, not directed at any specific group, thus not hate speech.', 'The post lacks explicit calls for violence, which suggests it is not hate speech.', 'The post could be seen as a critique of systemic issues rather than an attack on individuals, which may not qualify as hate speech.', ""The post's message could be interpreted as a political opinion rather than hate speech.""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post ""Peace isn’t free, it will cost the corrupt everything."" does not explicitly fall into the categories of hate speech as it lacks direct assaults on human dignity, calls for violence, or vulgar language. The opinions generated reflect a consensus that the post is more about advocating for change and accountability rather than promoting hate or violence. Therefore, the labels assigned are predominantly 0, indicating non-hate speech.",0.0,0.0
132,13780,"While our countries are fighting about paying for physically healthy people to play Mr(s). Potato Head with their parts and hormones, little kids in China are being snatched and found soon after with their eyeballs usually not far from them that have their corneas cut out. People are being used to harvest parts for the wealthy all over our bent globe that Globalists love so much. But “free healt...",0.6,"[""The post uses demeaning language towards transgender individuals by referring to them as 'Mr(s). Potato Head,' which could be seen as an assault on human dignity."", 'The post does not explicitly call for violence against any group, so it may not be considered hate speech in terms of inciting violence.', 'The post contains offensive language and derogatory terms, which could be interpreted as hate speech due to vulgarity.', 'The post highlights a conspiracy theory about organ harvesting, which may not directly relate to hate speech but could incite fear or prejudice.', ""The post's mention of 'Globalists' could be interpreted as a veiled reference to a particular ethnic or religious group, potentially inciting hate."", ""The post's focus on 'free health' and its sarcastic tone could be seen as a critique of healthcare policies rather than hate speech."", ""The post's language is inflammatory and could be seen as promoting fear or hatred towards certain groups, even if not explicitly stated."", ""The post's reference to 'little kids in China' could be seen as perpetuating harmful stereotypes, which might be considered hate speech."", ""The post's overall tone is conspiratorial and fear-mongering, which could contribute to a climate of hate or prejudice."", 'The post does not contain direct slurs or profanity, which might lead some to view it as non-hate speech.']","[1, 0, 1, 0, 1, 0, 1, 1, 1, 0]","The post contains elements that could be interpreted as hate speech, particularly in its demeaning language towards transgender individuals and its potential to incite fear or prejudice against certain groups. However, it does not explicitly call for violence or contain direct slurs, leading to a mix of opinions on whether it constitutes hate speech.",0.6,0.0
133,13810,"I suggest you get the 'Twitchy' app. All the Twitter insanity available so we can poke fun in one place. Plus it links to Twitter, but maybe not for long. Remember how sarcasm and ironic humor affect Lefties, & do it today...",0.0,"['The post is simply promoting an app and does not contain any hate speech elements.', 'The post uses sarcasm and humor, which might be offensive to some but does not constitute hate speech.', ""The mention of 'Lefties' could be seen as derogatory, but it does not degrade a protected group."", 'The post does not call for violence or physical harm against any group or individual.', 'The language used in the post is not vulgar or offensive, just sarcastic.', 'The post could be interpreted as mocking a political group, which some might see as demeaning.', 'The post is more about social media commentary than hate speech.', ""The post's tone is dismissive towards a political ideology, but it doesn't attack individuals based on protected characteristics."", ""The post could be seen as encouraging divisiveness, but it doesn't meet the criteria for hate speech."", 'The post is likely to be interpreted differently based on political views, leading to high disagreement.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post in question does not explicitly demean or degrade individuals based on protected characteristics, nor does it incite violence or use vulgar language. It primarily uses sarcasm and humor to comment on social media and political ideologies, which may be offensive to some but does not meet the criteria for hate speech. The opinions reflect a range of interpretations, with most leaning towards non-hate speech due to the lack of direct attacks on protected groups or calls for violence. The potential for high disagreement arises from the subjective nature of interpreting sarcasm and political commentary.",0.0,0.0
134,14413,Seems only fair that lefties who enjoy harassing ICE agents at home get equal treatment.,0.75,"['The post suggests that individuals who harass ICE agents should be harassed in return, which could be seen as a call for violence or retaliation, thus constituting hate speech.', 'The post does not explicitly call for violence but implies a desire for equal treatment, which may not be considered hate speech.', ""The use of the term 'lefties' could be seen as derogatory or demeaning towards a political group, potentially constituting hate speech."", 'The post could be interpreted as a political opinion rather than hate speech, as it discusses actions rather than targeting a specific group based on protected characteristics.', 'The post implies a tit-for-tat approach, which could be seen as promoting hostility, but not necessarily hate speech.', 'The post does not use vulgar or offensive language, which might lead some to conclude it is not hate speech.', 'The context of the post suggests a political disagreement rather than an assault on human dignity, which might not be classified as hate speech.', 'The post could be seen as encouraging harassment, which might be interpreted as a call for violence, thus constituting hate speech.', ""The post's language is ambiguous and could be interpreted in multiple ways, leading to high disagreement among annotators about whether it constitutes hate speech."", 'The post reflects a contentious political stance, which might be seen as provocative but not necessarily hate speech.']","[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","Opinions:
1. The post suggests that individuals who harass ICE agents should be harassed in return, which could be seen as a call for violence or retaliation, thus constituting hate speech.
2. The post does not explicitly call for violence but implies a desire for equal treatment, which may not be considered hate speech.
3. The use of the term 'lefties' could be seen as derogatory or demeaning towards a political group, potentially constituting hate speech.
4. The post could be interpreted as a political opinion rather than hate speech, as it discusses actions rather than targeting a specific group based on protected characteristics.
5. The post implies a tit-for-tat approach, which could be seen as promoting hostility, but not necessarily hate speech.
6. The post does not use vulgar or offensive language, which might lead some to conclude it is not hate speech.
7. The context of the post suggests a political disagreement rather than an assault on human dignity, which might not be classified as hate speech.
8. The post could be seen as encouraging harassment, which might be interpreted as a call for violence, thus constituting hate speech.
9. The post's language is ambiguous and could be interpreted in multiple ways, leading to high disagreement among annotators about whether it constitutes hate speech.
10. The post reflects a contentious political stance, which might be seen as provocative but not necessarily hate speech.

Labels:
1. 1
2. 0
3. 1
4. 0
5. 0
6. 0
7. 0
8. 1
9. 1
10. 0",0.4,0.35
135,14434,Watched this exciting competition before bed then dreamed I was repping 1 arm pull ups. Took a couple hours this morning to realize it wasn't real. Time to hit the gym. https://youtu.be/rvwzddEOSDk,0.0,"['The post is a personal anecdote about a dream and exercise, with no elements of hate speech.', 'The post does not mention any individuals or groups, thus it does not assault human dignity.', 'There is no call for violence or encouragement of harm in the post.', 'The language used in the post is neutral and lacks vulgarity or offensive terms.', 'The post is focused on personal fitness and does not address any social or political issues.', 'The post includes a link to a video, but there is no context suggesting hate speech in the text itself.', 'The post is motivational in nature, encouraging physical activity, not hate speech.', 'The post is devoid of any racial, ethnic, gender, or religious references.', 'The post is unlikely to be interpreted as hate speech due to its benign content.', 'The post is a typical social media update about personal interests, not hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a personal anecdote about a dream and exercise, with no elements of hate speech. It does not mention any individuals or groups, thus it does not assault human dignity. There is no call for violence or encouragement of harm in the post. The language used is neutral and lacks vulgarity or offensive terms. The post is focused on personal fitness and does not address any social or political issues. It includes a link to a video, but there is no context suggesting hate speech in the text itself. The post is motivational in nature, encouraging physical activity, not hate speech. It is devoid of any racial, ethnic, gender, or religious references. The post is unlikely to be interpreted as hate speech due to its benign content. It is a typical social media update about personal interests, not hate speech.",0.0,0.0
136,14435,The first lead climbing World Cup of the season is this weekend. Finals coming up live in a couple hours. Bet on Janja. https://www.youtube.com/watch?v=O5_8ALb80YQ,0.0,"['The post is purely informational about a sports event and does not contain any hate speech.', 'The post encourages betting on a specific athlete but does not use offensive language or target any group.', 'The post is neutral and does not demean or degrade any individual or group based on protected characteristics.', 'The post does not incite or encourage violence against any individual or group.', 'The post does not contain any vulgarity or offensive language.', 'The post is focused on a sports event and does not address any social or political issues that could be interpreted as hate speech.', 'The post is unlikely to be interpreted as hate speech due to its neutral and factual nature.', 'The post does not mention any race, ethnicity, gender, religion, or sexual orientation, thus not targeting any protected characteristic.', 'The post is a simple promotion of a sports event and does not contain any elements of hate speech.', 'The post is straightforward and lacks any context or language that could be considered hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is about a sports event and does not contain any elements that would typically be considered hate speech. It is neutral, factual, and lacks any offensive language or calls for violence. Therefore, all opinions suggest that the post is not hate speech, resulting in a label of 0 for each opinion.",0.0,0.0
137,15681,"For some people who demanded an increase, minimum wage went from $7.25 a hour to $0.00.",0.0,"['The post is making a sarcastic comment about minimum wage, but it does not target any specific group, so it is not hate speech.', 'The post could be interpreted as mocking individuals who advocate for higher wages, but it does not use offensive language or target a protected group, so it is not hate speech.', 'The post is a critique of economic policies and does not contain any elements of hate speech as it does not demean any group based on protected characteristics.', 'The post does not call for violence or use vulgar language, so it is not hate speech.', 'The post could be seen as insensitive to low-income workers, but it does not meet the criteria for hate speech as it does not attack a protected group.', 'The post is a political statement about wage policies and does not contain hate speech elements.', 'The post does not degrade or demean any specific group based on race, gender, or other protected characteristics, so it is not hate speech.', 'The post is a commentary on economic consequences and does not incite violence or use hate speech.', 'The post uses sarcasm to make a point about minimum wage but does not contain hate speech as it lacks offensive language or attacks on protected groups.', 'The post is a general statement about economic outcomes and does not exhibit any characteristics of hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a sarcastic commentary on the consequences of demanding higher minimum wages, suggesting that some people ended up with no job as a result. It does not target any specific group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. There is no call for violence or use of vulgar or offensive language. Therefore, it is not considered hate speech. The opinions reflect a consensus that the post does not meet the criteria for hate speech, resulting in low disagreement among annotators.",0.0,0.0
138,15684,'First Man' is a liberal's wet dream. So pretty much a fantasy fiction movie. I'll pass.,0.4,"[""The post dismisses a movie as 'fantasy fiction' due to its perceived political stance, which could be seen as a critique rather than hate speech."", ""The term 'liberal's wet dream' is vulgar and offensive, but it does not target a protected group, so it may not be considered hate speech."", 'The post uses dismissive language towards liberals, which could be seen as demeaning, but it does not explicitly degrade their human dignity.', 'The post does not call for violence or physical harm against any group or individual.', 'The language used in the post is more of a personal opinion about a movie rather than an attack on a group, suggesting it is not hate speech.', 'The post could be interpreted as perpetuating stereotypes about political groups, which some might see as a form of hate speech.', ""The phrase 'liberal's wet dream' could be seen as offensive, but it lacks the severity typically associated with hate speech."", 'The post does not contain any racial, ethnic, gender, or religious slurs, indicating it may not be hate speech.', ""The post's critique of a movie based on political bias might be seen as a form of political expression rather than hate speech."", ""The post's language is dismissive and potentially offensive to some, but it does not meet the criteria for hate speech as it lacks calls for violence or demeaning of human dignity.""]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","Opinions:
1. The post dismisses a movie as 'fantasy fiction' due to its perceived political stance, which could be seen as a critique rather than hate speech.
2. The term 'liberal's wet dream' is vulgar and offensive, but it does not target a protected group, so it may not be considered hate speech.
3. The post uses dismissive language towards liberals, which could be seen as demeaning, but it does not explicitly degrade their human dignity.
4. The post does not call for violence or physical harm against any group or individual.
5. The language used in the post is more of a personal opinion about a movie rather than an attack on a group, suggesting it is not hate speech.
6. The post could be interpreted as perpetuating stereotypes about political groups, which some might see as a form of hate speech.
7. The phrase 'liberal's wet dream' could be seen as offensive, but it lacks the severity typically associated with hate speech.
8. The post does not contain any racial, ethnic, gender, or religious slurs, indicating it may not be hate speech.
9. The post's critique of a movie based on political bias might be seen as a form of political expression rather than hate speech.
10. The post's language is dismissive and potentially offensive to some, but it does not meet the criteria for hate speech as it lacks calls for violence or demeaning of human dignity.

Labels:
1. 0
2. 0
3. 0
4. 0
5. 0
6. 1
7. 0
8. 0
9. 0
10. 0",0.1,0.30000000000000004
139,15686,I bet some one at NPR will be fired for reporting the truth.,0.4,"['The post does not target any specific group or individual, so it is not hate speech.', 'The post implies a negative consequence for reporting the truth, but it does not contain hate speech elements.', 'There is no use of vulgar or offensive language in the post, indicating it is not hate speech.', 'The post does not call for violence or harm against any group or individual.', 'The post could be interpreted as a critique of media practices, not as hate speech.', 'The post lacks any demeaning or degrading language towards a protected group.', 'The post is ambiguous and could be interpreted in various ways, but it does not clearly fall into hate speech.', 'The post does not mention race, ethnicity, gender, religion, or sexual orientation, so it is not hate speech.', 'The post could be seen as sarcastic or critical, but it does not meet the criteria for hate speech.', 'The post does not exhibit any characteristics of hate speech as it lacks targeted hostility.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post ""I bet some one at NPR will be fired for reporting the truth."" does not exhibit characteristics of hate speech based on the aspects provided. It does not demean or degrade any group, call for violence, or use vulgar language. The opinions reflect a consensus that the post is not hate speech, resulting in a low disagreement among annotators.",0.0,0.4
140,16510,"Yep, you're a mindless leftist. The telltale sign is the spewing of hatred and wishing harm when you lose the argument. You can't think and when you're put in a position where you have to back your baseless position with a reasoned argument and facts your mind uncoils like a spring. There are two characteristics associated with leftists, the inability to think and hatred. You demonstrated both.",1.0,"['The post uses derogatory language to demean individuals based on their political beliefs, which could be seen as an assault on human dignity.', 'The post does not explicitly call for violence, so it may not be considered hate speech in terms of inciting harm.', ""The use of terms like 'mindless' and 'hatred' could be interpreted as offensive language, but not necessarily hate speech."", 'The post generalizes a group of people (leftists) in a negative light, which could be seen as demeaning and degrading.', 'The language used is harsh and critical but does not contain slurs or profanity, which might lead some to view it as non-hate speech.', 'The post could be seen as an expression of political opinion rather than hate speech, focusing on ideological differences.', 'The post accuses a group of being unable to think, which could be interpreted as an attack on their intelligence and dignity.', ""The post's tone is aggressive and confrontational, which might be perceived as offensive but not necessarily hate speech."", 'The post does not target a protected characteristic like race or gender, which might lead some to classify it as non-hate speech.', ""The post's criticism of a political group could be seen as part of normal political discourse, not hate speech.""]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","1. The post uses derogatory language to demean individuals based on their political beliefs, which could be seen as an assault on human dignity. (Label: 1)
2. The post does not explicitly call for violence, so it may not be considered hate speech in terms of inciting harm. (Label: 0)
3. The use of terms like 'mindless' and 'hatred' could be interpreted as offensive language, but not necessarily hate speech. (Label: 0)
4. The post generalizes a group of people (leftists) in a negative light, which could be seen as demeaning and degrading. (Label: 1)
5. The language used is harsh and critical but does not contain slurs or profanity, which might lead some to view it as non-hate speech. (Label: 0)
6. The post could be seen as an expression of political opinion rather than hate speech, focusing on ideological differences. (Label: 0)
7. The post accuses a group of being unable to think, which could be interpreted as an attack on their intelligence and dignity. (Label: 1)
8. The post's tone is aggressive and confrontational, which might be perceived as offensive but not necessarily hate speech. (Label: 0)
9. The post does not target a protected characteristic like race or gender, which might lead some to classify it as non-hate speech. (Label: 0)
10. The post's criticism of a political group could be seen as part of normal political discourse, not hate speech. (Label: 0)",0.3,0.7
141,16511,"Stick with Obamacare. See my previous post re anecdotal observations versus methodical observations and their bearing, or non-bearing, on the relevance of the data.",0.0,"['The post is a neutral statement about healthcare policy and does not contain any hate speech elements.', 'The post does not demean or degrade any individual or group based on protected characteristics.', 'There is no call for violence or encouragement of physical harm in the post.', 'The language used in the post is not vulgar or offensive.', 'The post is focused on a political issue and does not target any specific group with hate speech.', 'The post does not contain any slurs or derogatory terms.', 'The post is an opinion on a policy matter and does not incite hate or violence.', 'The post is informative and does not exhibit any characteristics of hate speech.', 'The post is a discussion on healthcare policy and lacks any elements of hate speech.', 'The post is unlikely to be interpreted as hate speech due to its focus on policy rather than individuals or groups.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a discussion about healthcare policy, specifically Obamacare, and does not contain any elements that would typically be classified as hate speech. It does not demean or degrade any individuals or groups, nor does it call for violence or use vulgar language. The focus is on policy and data relevance, making it unlikely to be interpreted as hate speech. Therefore, all opinions suggest that the post is not hate speech, resulting in a label of 0 for each opinion.",0.0,0.0
142,16513,"That's all leftist BS. You've bought the lie. Before Obamacare, the majority of people who didn't have health insurance chose not to have health insurance, but they still had access to medical care, just at the non-insured price. The non-insured price is most often less than the insured price. With very few egregious exceptions, people were not denied medical care. Life expectancy actually decline...",0.6,"['The post is expressing a political opinion and does not target any specific group, so it is not hate speech.', ""The post uses the term 'leftist BS,' which could be seen as offensive to some, but it does not constitute hate speech."", 'The post is critical of a political policy (Obamacare) and does not demean any protected group, so it is not hate speech.', 'The language used in the post is dismissive but not vulgar or offensive enough to be considered hate speech.', 'The post does not call for violence or harm against any group, so it is not hate speech.', 'The post could be seen as perpetuating misinformation, but misinformation alone does not constitute hate speech.', ""The term 'leftist BS' could be interpreted as a slur against leftists, but it lacks the severity to be considered hate speech."", 'The post is more of a critique of healthcare policy rather than an attack on human dignity, so it is not hate speech.', 'The post does not contain any explicit slurs or profanity, so it is not hate speech.', ""The post's focus on healthcare policy suggests it is a political argument rather than hate speech.""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post primarily critiques a political policy and uses dismissive language towards a political ideology ('leftist BS'). However, it does not target a specific protected group, incite violence, or use vulgar language that would typically categorize it as hate speech. The opinions reflect a consensus that the post is not hate speech, with some consideration of the term 'leftist BS' as potentially offensive but not rising to the level of hate speech.",0.0,0.6
143,16605,"I have a blacke co-worker who listens to MSNBC all day on his computer. I had never watched the channel, and didn’t know much about it. I can now say it delivers the most incoherent set of conspiracy theories I have ever had to listen to.",0.4,"[""The post criticizes a media channel rather than targeting the co-worker's race, so it is not hate speech."", ""The mention of the co-worker's race is unnecessary and could be seen as demeaning, suggesting hate speech."", 'The post does not call for violence or harm against any individual or group, so it is not hate speech.', 'The language used in the post is not vulgar or offensive, indicating it is not hate speech.', 'The post could be interpreted as perpetuating stereotypes about race and media consumption, which might be considered hate speech.', ""The focus on the co-worker's race could be seen as an attempt to demean or degrade, suggesting hate speech."", 'The post is primarily a critique of a media channel and lacks elements of hate speech.', 'The mention of race is incidental and does not contribute to hate speech, so it is not hate speech.', 'The post does not use slurs or offensive language, indicating it is not hate speech.', ""The post's critique of MSNBC is unrelated to hate speech, focusing on content rather than individuals.""]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","1. The post criticizes a media channel rather than targeting the co-worker's race, so it is not hate speech. (Label: 0)
2. The mention of the co-worker's race is unnecessary and could be seen as demeaning, suggesting hate speech. (Label: 1)
3. The post does not call for violence or harm against any individual or group, so it is not hate speech. (Label: 0)
4. The language used in the post is not vulgar or offensive, indicating it is not hate speech. (Label: 0)
5. The post could be interpreted as perpetuating stereotypes about race and media consumption, which might be considered hate speech. (Label: 1)
6. The focus on the co-worker's race could be seen as an attempt to demean or degrade, suggesting hate speech. (Label: 1)
7. The post is primarily a critique of a media channel and lacks elements of hate speech. (Label: 0)
8. The mention of race is incidental and does not contribute to hate speech, so it is not hate speech. (Label: 0)
9. The post does not use slurs or offensive language, indicating it is not hate speech. (Label: 0)
10. The post's critique of MSNBC is unrelated to hate speech, focusing on content rather than individuals. (Label: 0)",0.3,0.10000000000000003
144,16609,It may not be an exclusive “black thing” but it is in high proportion to the black populace. https://www.amren.com/news/2018/08/former-mayor-fo...,0.6,"['The post suggests a stereotype about the black community, which could be seen as demeaning and degrading, thus constituting hate speech.', 'The post does not explicitly call for violence or harm against any group, so it may not be considered hate speech in that regard.', 'The language used in the post is not overtly vulgar or offensive, which might lead some to view it as non-hate speech.', 'The post implies a negative generalization about black people, which could be interpreted as an assault on human dignity.', 'The post references a potentially biased source, which might influence the perception of it as hate speech.', 'The post could be seen as perpetuating racial stereotypes, which some might classify as hate speech.', 'The post lacks context, making it difficult to determine if it is hate speech without additional information.', 'The post could be interpreted as a factual statement rather than an opinion, leading some to label it as non-hate speech.', ""The post's reference to a specific racial group in a negative context might be seen as hate speech by some annotators."", 'The post does not use slurs or explicit derogatory language, which might lead to it being labeled as non-hate speech.']","[1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","1. The post suggests a stereotype about the black community, which could be seen as demeaning and degrading, thus constituting hate speech. (Label: 1)
2. The post does not explicitly call for violence or harm against any group, so it may not be considered hate speech in that regard. (Label: 0)
3. The language used in the post is not overtly vulgar or offensive, which might lead some to view it as non-hate speech. (Label: 0)
4. The post implies a negative generalization about black people, which could be interpreted as an assault on human dignity. (Label: 1)
5. The post references a potentially biased source, which might influence the perception of it as hate speech. (Label: 1)
6. The post could be seen as perpetuating racial stereotypes, which some might classify as hate speech. (Label: 1)
7. The post lacks context, making it difficult to determine if it is hate speech without additional information. (Label: 0)
8. The post could be interpreted as a factual statement rather than an opinion, leading some to label it as non-hate speech. (Label: 0)
9. The post's reference to a specific racial group in a negative context might be seen as hate speech by some annotators. (Label: 1)
10. The post does not use slurs or explicit derogatory language, which might lead to it being labeled as non-hate speech. (Label: 0)",0.5,0.09999999999999998
145,17093,"Bernie Care, more like long wait cancelled care. ",0.2,"['The post is a critique of a healthcare policy and does not target any specific group, so it is not hate speech.', ""The post uses a play on words to criticize a political figure's policy, which is a form of political commentary, not hate speech."", 'There is no use of vulgarity or offensive language in the post, so it does not qualify as hate speech.', 'The post does not call for violence or harm against any individual or group, so it is not hate speech.', 'The post does not demean or degrade any individual or group based on protected characteristics, so it is not hate speech.', 'The post could be seen as sarcastic or mocking, but it does not meet the criteria for hate speech.', 'The post is a political opinion and falls under free speech rather than hate speech.', 'The post does not contain any slurs or derogatory terms, so it is not hate speech.', 'The post is critical of a policy rather than a person or group, so it is not hate speech.', 'The post is unlikely to be interpreted as hate speech due to its focus on policy critique rather than personal attack.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Bernie Care, more like long wait cancelled care.' is a critique of a healthcare policy associated with Bernie Sanders. It uses a play on words to express dissatisfaction with the policy, suggesting that it would lead to long waits and cancellations in healthcare services. The post does not target any specific individual or group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. It does not incite violence or use vulgar or offensive language. Therefore, it is not considered hate speech. The opinions reflect a consensus that the post is a form of political commentary rather than hate speech.",0.0,0.2
146,17155,NEW YORK CITY: Avi Yemeni’s man-on-the-street interviews about Donald Trump in the middle of Times Square http://barenakedislam.com/2018/08/31/new-york-city... #AgendaOfEvil,0.4,"['The post is simply sharing a link to an interview and does not contain any hate speech.', 'The hashtag #AgendaOfEvil could be interpreted as offensive or demeaning, potentially targeting a group or individual.', 'The post does not explicitly call for violence or harm against any group or individual.', ""The content of the linked interview is unknown, so it's difficult to assess if it contains hate speech."", 'The post might be seen as promoting a biased or negative agenda, but not necessarily hate speech.', ""The use of 'AgendaOfEvil' could be seen as hyperbolic and not intended as hate speech."", 'The post is neutral and does not contain vulgar or offensive language.', 'The context of the interview (about Donald Trump) might lead to polarized opinions, but the post itself is not hate speech.', ""The post could be seen as part of a larger narrative that some might find offensive, but it doesn't directly constitute hate speech."", 'The post is likely to be interpreted differently based on individual views about Donald Trump and the hashtag used.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Opinions and labels generated based on the provided post.,0.1,0.30000000000000004
